Created on 10-17-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume BTC
2019-09-23,LTCBTC,0.00722,0.00746,0.006385,0.006854,12004.83,83.93
2019-09-22,LTCBTC,0.007333,0.007333,0.007162,0.00722,2451.39,17.75
2019-09-21,LTCBTC,0.007399,0.007438,0.007243,0.007333,3122.01,22.89
2019-09-20,LTCBTC,0.007499,0.007499,0.007239,0.007399,3615.52,26.63
2019-09-19,LTCBTC,0.007648,0.007738,0.00733,0.007499,11801.34,88.84
2019-09-18,LTCBTC,0.007257,0.00786,0.007257,0.007648,14377.28,108.89
2019-09-17,LTCBTC,0.00709,0.0076,0.007072,0.007257,11685.22,86.49
2019-09-16,LTCBTC,0.00681,0.007151,0.00681,0.00709,5648.45,39.48
2019-09-15,LTCBTC,0.00682,0.006949,0.006778,0.00681,1976.39,13.55
2019-09-14,LTCBTC,0.006653,0.006861,0.006634,0.00682,4652.21,31.57
2019-09-13,LTCBTC,0.006635,0.00673,0.00659,0.006653,1306.88,8.711
2019-09-12,LTCBTC,0.006861,0.006866,0.006619,0.006635,9219.63,61.74
2019-09-11,LTCBTC,0.006981,0.00707,0.00679,0.006861,5354.4,37.12
2019-09-10,LTCBTC,0.006793,0.007078,0.006793,0.006981,8879.03,61.82
2019-09-09,LTCBTC,0.006803,0.006885,0.006646,0.006793,2281.92,15.41
2019-09-08,LTCBTC,0.006564,0.006813,0.006564,0.006803,2286.48,15.33
2019-09-07,LTCBTC,0.006308,0.006693,0.006259,0.006564,2849.15,18.74
2019-09-06,LTCBTC,0.006182,0.006334,0.006146,0.006308,4995.93,31.28
2019-09-05,LTCBTC,0.006342,0.006362,0.0061,0.006182,6560.71,40.64
2019-09-04,LTCBTC,0.006499,0.006534,0.00628,0.006342,2262.45,14.45
2019-09-03,LTCBTC,0.006455,0.006712,0.006428,0.006499,6577.61,42.83
2019-09-02,LTCBTC,0.00678,0.00679,0.006431,0.006455,5373.44,35.6
2019-09-01,LTCBTC,0.006705,0.006939,0.006701,0.00678,6451.95,43.74
2019-08-31,LTCBTC,0.0067,0.00676,0.006554,0.006705,1925.18,12.79
2019-08-30,LTCBTC,0.006681,0.006801,0.006596,0.0067,2497.23,16.72
2019-08-29,LTCBTC,0.006877,0.006962,0.006624,0.006681,5677.84,38.5
2019-08-28,LTCBTC,0.00714,0.00716,0.00652,0.006877,10022.27,68.55
2019-08-27,LTCBTC,0.007093,0.007231,0.00706,0.00714,1931.17,13.85
2019-08-26,LTCBTC,0.007175,0.007251,0.007031,0.007093,2795.78,20.0
2019-08-25,LTCBTC,0.007231,0.007363,0.00706,0.007175,3576.48,25.81
2019-08-24,LTCBTC,0.007265,0.007282,0.007146,0.007231,2226.31,16.08
2019-08-23,LTCBTC,0.007258,0.00729,0.00712,0.007265,1903.59,13.76
2019-08-22,LTCBTC,0.007212,0.007388,0.007181,0.007258,2909.91,21.22
2019-08-21,LTCBTC,0.006975,0.007317,0.006975,0.007212,5329.88,38.21
2019-08-20,LTCBTC,0.007068,0.007093,0.006921,0.006975,4175.84,29.31
2019-08-19,LTCBTC,0.007408,0.007408,0.007068,0.007068,3345.2,24.2
2019-08-18,LTCBTC,0.00712,0.007524,0.00708,0.007408,3075.94,22.69
2019-08-17,LTCBTC,0.007202,0.007238,0.007015,0.00712,1498.74,10.64
2019-08-16,LTCBTC,0.007408,0.00753,0.007163,0.007202,2108.69,15.47
2019-08-15,LTCBTC,0.007553,0.007653,0.007335,0.007408,10744.12,80.79
2019-08-14,LTCBTC,0.00779,0.008103,0.007331,0.007553,7750.2,60.14
2019-08-13,LTCBTC,0.007524,0.007925,0.007418,0.00779,9752.3,73.93
2019-08-12,LTCBTC,0.0078,0.0078,0.007502,0.007524,5159.36,39.31
2019-08-11,LTCBTC,0.007564,0.00802,0.007559,0.0078,7815.54,61.03
2019-08-10,LTCBTC,0.007119,0.007698,0.007099,0.007564,10956.78,81.11
2019-08-09,LTCBTC,0.0075,0.007544,0.00703,0.007119,9235.18,66.76
2019-08-08,LTCBTC,0.007552,0.007818,0.0075,0.0075,6126.51,46.68
2019-08-07,LTCBTC,0.008113,0.008117,0.007511,0.007552,6960.96,54.02
2019-08-06,LTCBTC,0.008147,0.008198,0.00781,0.008113,10077.72,80.65
2019-08-05,LTCBTC,0.008471,0.009076,0.008004,0.008147,27077.73,228.46
2019-08-04,LTCBTC,0.008722,0.008802,0.008406,0.008471,7103.23,61.0
2019-08-03,LTCBTC,0.009001,0.0095,0.008663,0.008722,8293.88,73.52
2019-08-02,LTCBTC,0.009501,0.009501,0.00886,0.009001,9039.56,82.91
2019-08-01,LTCBTC,0.009783,0.009897,0.00943,0.009501,9844.27,95.12
2019-07-31,LTCBTC,0.009425,0.009952,0.009396,0.009783,10872.97,104.92
2019-07-30,LTCBTC,0.00952,0.009538,0.009397,0.009425,3770.81,35.64
2019-07-29,LTCBTC,0.009426,0.009592,0.00931,0.00952,2738.8,25.93
2019-07-28,LTCBTC,0.009373,0.00951,0.009134,0.009426,3554.71,33.14
2019-07-27,LTCBTC,0.009592,0.01,0.009196,0.009373,5740.29,53.99
2019-07-26,LTCBTC,0.009426,0.009609,0.009349,0.009592,2434.39,23.11
2019-07-25,LTCBTC,0.009647,0.009647,0.009231,0.009426,4182.83,39.39
2019-07-24,LTCBTC,0.009153,0.009806,0.00899,0.009647,7401.55,70.33
