Created on 10-17-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XRP,Volume USD
2019-09-25,XRPUSD,0.2339,0.2498,0.2318,0.2456,16094249.44,3874622.09
2019-09-24,XRPUSD,0.2674,0.2728,0.2058,0.2339,55242936.75,13315224.59
2019-09-23,XRPUSD,0.2765,0.2864,0.2641,0.2674,19511722.48,5363887.91
2019-09-22,XRPUSD,0.2895,0.2897,0.2683,0.2765,16755575.73,4641777.22
2019-09-21,XRPUSD,0.2936,0.2977,0.286,0.2895,10050670.03,2924282.91
2019-09-20,XRPUSD,0.3017,0.3021,0.284,0.2936,19942133.18,5822438.64
2019-09-19,XRPUSD,0.3136,0.3136,0.282,0.3017,45106131.97,13413891.3
2019-09-18,XRPUSD,0.2856,0.327,0.2854,0.3136,48595931.24,15061555.63
2019-09-17,XRPUSD,0.2611,0.2992,0.2599,0.2856,48468715.46,13767304.04
2019-09-16,XRPUSD,0.2604,0.2635,0.2566,0.2611,7710492.43,2005511.44
2019-09-15,XRPUSD,0.2619,0.2644,0.2592,0.2604,4260364.37,1112752.25
2019-09-14,XRPUSD,0.2559,0.2652,0.2545,0.2619,6796994.43,1778576.31
2019-09-13,XRPUSD,0.254,0.2561,0.2522,0.2559,5307770.24,1348867.22
2019-09-12,XRPUSD,0.2553,0.2568,0.2506,0.254,8378479.88,2123095.85
2019-09-11,XRPUSD,0.2585,0.2599,0.251,0.2553,4965698.04,1262437.54
2019-09-10,XRPUSD,0.2588,0.2636,0.2531,0.2585,8828368.24,2285926.8
2019-09-09,XRPUSD,0.2625,0.2649,0.2565,0.2588,9375041.73,2437932.57
2019-09-08,XRPUSD,0.2605,0.2664,0.2547,0.2625,10956555.65,2853820.95
2019-09-07,XRPUSD,0.2515,0.2635,0.2506,0.2605,7974907.36,2065646.05
2019-09-06,XRPUSD,0.2562,0.26,0.247,0.2515,7387943.92,1876184.63
2019-09-05,XRPUSD,0.2588,0.2591,0.2526,0.2562,5296419.73,1356964.33
2019-09-04,XRPUSD,0.2632,0.2632,0.2564,0.2588,7417195.85,1927889.21
2019-09-03,XRPUSD,0.2617,0.2673,0.2585,0.2632,5153004.27,1354457.66
2019-09-02,XRPUSD,0.2566,0.2651,0.2538,0.2617,6173409.76,1597568.64
2019-09-01,XRPUSD,0.258,0.259,0.2509,0.2566,4965317.25,1273425.02
2019-08-31,XRPUSD,0.2555,0.2605,0.2531,0.258,4053104.79,1040310.89
2019-08-30,XRPUSD,0.2569,0.2572,0.2525,0.2555,4061754.09,1034973.5
2019-08-29,XRPUSD,0.2563,0.2623,0.2472,0.2569,14509267.41,3684565.46
2019-08-28,XRPUSD,0.2691,0.2692,0.246,0.2563,11649159.24,2968147.33
2019-08-27,XRPUSD,0.2701,0.2702,0.264,0.2691,3899803.66,1044478.67
2019-08-26,XRPUSD,0.2698,0.2805,0.2665,0.2701,8633819.83,2350337.86
2019-08-25,XRPUSD,0.2717,0.2763,0.266,0.2698,7356601.66,1995277.06
2019-08-24,XRPUSD,0.2774,0.278,0.263,0.2717,6844558.48,1849786.55
2019-08-23,XRPUSD,0.2713,0.2788,0.2678,0.2774,6189439.25,1697736.2
2019-08-22,XRPUSD,0.2657,0.2742,0.2604,0.2713,10320119.21,2770361.85
2019-08-21,XRPUSD,0.2741,0.31,0.2579,0.2657,9368304.36,2480257.96
2019-08-20,XRPUSD,0.2823,0.2825,0.2701,0.2741,5337503.24,1467228.13
2019-08-19,XRPUSD,0.2832,0.2907,0.2763,0.2823,10350209.33,2930589.11
2019-08-18,XRPUSD,0.2659,0.292,0.2637,0.2832,13636544.99,3827939.11
2019-08-17,XRPUSD,0.2611,0.2695,0.2581,0.2659,9362959.39,2469344.32
2019-08-16,XRPUSD,0.2645,0.265,0.2544,0.2611,9760273.84,2543496.16
2019-08-15,XRPUSD,0.2619,0.2684,0.2486,0.2645,18325336.6,4765324.01
2019-08-14,XRPUSD,0.2969,0.2974,0.2336,0.2619,32209237.2,8470381.13
2019-08-13,XRPUSD,0.3003,0.3007,0.2919,0.2969,6044921.19,1790518.1
2019-08-12,XRPUSD,0.3022,0.3049,0.2976,0.3003,4174270.96,1253382.64
2019-08-11,XRPUSD,0.2981,0.306,0.2944,0.3022,5500460.72,1657731.68
2019-08-10,XRPUSD,0.2962,0.3053,0.291,0.2981,8310687.51,2476129.34
2019-08-09,XRPUSD,0.308,0.3084,0.2894,0.2962,9629425.08,2875516.26
2019-08-08,XRPUSD,0.311,0.3114,0.3037,0.308,6476523.81,1988019.85
2019-08-07,XRPUSD,0.311,0.3158,0.3065,0.311,7708270.61,2392602.15
2019-08-06,XRPUSD,0.3214,0.3247,0.3065,0.311,9698266.9,3061553.83
2019-08-05,XRPUSD,0.3194,0.3317,0.3194,0.3214,7997910.2,2591576.77
2019-08-04,XRPUSD,0.316,0.3235,0.3123,0.3194,4933016.96,1574732.83
2019-08-03,XRPUSD,0.3114,0.318,0.3113,0.316,3769320.16,1187657.9
2019-08-02,XRPUSD,0.3166,0.318,0.3094,0.3114,4473689.25,1402890.92
2019-08-01,XRPUSD,0.32,0.32,0.3118,0.3166,5531506.56,1739873.52
2019-07-31,XRPUSD,0.3187,0.324,0.314,0.32,7040186.99,2240685.54
2019-07-30,XRPUSD,0.3102,0.322,0.3064,0.3187,6633554.13,2100307.88
2019-07-29,XRPUSD,0.3116,0.3142,0.3054,0.3102,5760009.9,1779323.34
2019-07-28,XRPUSD,0.3097,0.3143,0.2992,0.3116,6428143.82,1983270.22
2019-07-27,XRPUSD,0.3239,0.328,0.3056,0.3097,11261995.42,3574109.99
2019-07-26,XRPUSD,0.313,0.3255,0.3077,0.3239,8409374.07,2664528.27
2019-07-25,XRPUSD,0.3161,0.3239,0.3116,0.313,11106215.51,3521766.01
2019-07-24,XRPUSD,0.3078,0.3185,0.3028,0.3161,8809360.01,2738704.33
2019-07-23,XRPUSD,0.3209,0.3209,0.3058,0.3078,8317310.9,2598027.71
2019-07-22,XRPUSD,0.3313,0.3324,0.3155,0.3209,7484095.45,2409789.5
2019-07-21,XRPUSD,0.3335,0.3355,0.3214,0.3313,17351709.76,5672975.56
2019-07-20,XRPUSD,0.3202,0.3419,0.3192,0.3335,11146629.59,3684593.68
2019-07-19,XRPUSD,0.321,0.3229,0.31,0.3202,12283907.78,3899023.85
2019-07-18,XRPUSD,0.3103,0.3273,0.3037,0.321,13774958.47,4377084.42
2019-07-17,XRPUSD,0.2951,0.3249,0.2934,0.3103,13564077.87,4204692.12
2019-07-16,XRPUSD,0.3138,0.3203,0.2835,0.2951,19820092.62,6000517.3
2019-07-15,XRPUSD,0.3151,0.3236,0.2957,0.3138,18342908.59,5706983.8
2019-07-14,XRPUSD,0.332,0.3356,0.3,0.3151,12679178.61,3996010.01
2019-07-13,XRPUSD,0.3448,0.3452,0.324,0.332,9837247.71,3265459.07
2019-07-12,XRPUSD,0.3294,0.3504,0.3192,0.3448,15430935.24,5137317.57
2019-07-11,XRPUSD,0.3611,0.3625,0.303,0.3294,27811432.83,9196646.95
2019-07-10,XRPUSD,0.3943,0.3969,0.346,0.3611,28553027.97,10419928.25
2019-07-09,XRPUSD,0.4028,0.4079,0.39,0.3943,9205109.04,3677600.0
2019-07-08,XRPUSD,0.399,0.4047,0.3933,0.4028,8659712.21,3453346.13
2019-07-07,XRPUSD,0.3892,0.4013,0.3865,0.399,8588248.17,3385714.76
2019-07-06,XRPUSD,0.3794,0.4108,0.3794,0.3892,12640921.34,4992628.57
2019-07-05,XRPUSD,0.3871,0.3878,0.374,0.3794,15412302.68,5861574.7
2019-07-04,XRPUSD,0.4059,0.4063,0.3857,0.3871,6843577.46,2704341.37
2019-07-03,XRPUSD,0.3978,0.4068,0.395,0.4059,12877221.26,5169498.8
2019-07-02,XRPUSD,0.405,0.4088,0.3813,0.3978,20095674.46,7880936.92
2019-07-01,XRPUSD,0.3922,0.4189,0.385,0.405,18871794.05,7548478.7
2019-06-30,XRPUSD,0.4248,0.427,0.3912,0.3922,13916414.52,5651199.2
2019-06-29,XRPUSD,0.4247,0.4274,0.4002,0.4248,19011874.94,7888525.34
2019-06-28,XRPUSD,0.4041,0.4252,0.3965,0.4247,18809098.45,7702937.6
2019-06-27,XRPUSD,0.4627,0.4673,0.3871,0.4041,63179349.01,26537454.85
2019-06-26,XRPUSD,0.4661,0.495,0.39,0.4627,52225039.65,24625741.31
2019-06-25,XRPUSD,0.4724,0.4751,0.4549,0.4661,19147413.45,8915526.49
2019-06-24,XRPUSD,0.4661,0.4743,0.4455,0.4724,16785730.38,7711023.77
2019-06-23,XRPUSD,0.474,0.4883,0.4594,0.4661,17257003.56,8195656.97
2019-06-22,XRPUSD,0.445,0.5086,0.4422,0.474,38332511.02,18055101.34
2019-06-21,XRPUSD,0.43,0.45,0.43,0.445,14264455.28,6283873.68
2019-06-20,XRPUSD,0.4349,0.4363,0.4213,0.43,13451052.19,5765169.5
2019-06-19,XRPUSD,0.4271,0.4391,0.4244,0.4349,12034879.53,5192378.67
2019-06-18,XRPUSD,0.4477,0.4558,0.4174,0.4271,24786998.36,10795847.99
2019-06-17,XRPUSD,0.429,0.4629,0.4268,0.4477,23087300.98,10220376.09
2019-06-16,XRPUSD,0.411,0.442,0.4085,0.429,24279409.31,10310075.54
2019-06-15,XRPUSD,0.4039,0.4141,0.4028,0.411,7788309.02,3183227.16
2019-06-14,XRPUSD,0.3997,0.4057,0.392,0.4039,10484785.21,4166984.71
