Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DOG,Volume EBTC
2019-09-10,DOGEBTC,2.4e-07,2.4e-07,2.2e-07,2.2e-07,14619.04,0.003226
2019-09-09,DOGEBTC,2.4e-07,2.4e-07,2.4e-07,2.4e-07,208433.01,0.05002
2019-09-08,DOGEBTC,2.4e-07,2.4e-07,2.4e-07,2.4e-07,1285.82,0.0003086
2019-09-07,DOGEBTC,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.0,0.0
2019-09-06,DOGEBTC,2.4e-07,2.5e-07,2.3e-07,2.4e-07,786654.99,0.1817
2019-09-05,DOGEBTC,2.4e-07,2.4e-07,2.3e-07,2.4e-07,100983.75,0.0238
2019-09-04,DOGEBTC,2.6e-07,2.6e-07,2.4e-07,2.4e-07,70279.83,0.01696
2019-09-03,DOGEBTC,2.5e-07,2.6e-07,2.5e-07,2.6e-07,350953.18,0.08785
2019-09-02,DOGEBTC,2.6e-07,2.7e-07,2.5e-07,2.5e-07,10109.42,0.002668
2019-09-01,DOGEBTC,2.7e-07,2.7e-07,2.6e-07,2.6e-07,14648.63,0.003809
2019-08-31,DOGEBTC,2.6e-07,2.7e-07,2.6e-07,2.7e-07,17327.01,0.004678
2019-08-30,DOGEBTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,113904.7,0.02962
2019-08-29,DOGEBTC,2.6e-07,2.7e-07,2.5e-07,2.6e-07,55547.54,0.01429
2019-08-28,DOGEBTC,2.5e-07,2.6e-07,2.5e-07,2.6e-07,9442.64,0.002455
2019-08-27,DOGEBTC,2.7e-07,2.7e-07,2.5e-07,2.5e-07,17671.0,0.004418
2019-08-26,DOGEBTC,2.7e-07,2.7e-07,2.7e-07,2.7e-07,0.0,0.0
2019-08-25,DOGEBTC,2.7e-07,2.7e-07,2.5e-07,2.7e-07,31776.96,0.008033
2019-08-24,DOGEBTC,2.6e-07,2.7e-07,2.6e-07,2.7e-07,14084.69,0.003774
2019-08-23,DOGEBTC,2.5e-07,2.6e-07,2.5e-07,2.6e-07,13140.69,0.003417
2019-08-22,DOGEBTC,2.5e-07,2.6e-07,2.5e-07,2.5e-07,93439.72,0.02426
2019-08-21,DOGEBTC,2.6e-07,2.6e-07,2.5e-07,2.5e-07,13772.53,0.003575
2019-08-20,DOGEBTC,2.6e-07,2.6e-07,2.5e-07,2.6e-07,10181.7,0.002615
2019-08-19,DOGEBTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.0,0.0
2019-08-18,DOGEBTC,2.5e-07,2.6e-07,2.5e-07,2.6e-07,46435.84,0.01197
2019-08-17,DOGEBTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0,0.0
2019-08-16,DOGEBTC,2.6e-07,2.7e-07,2.5e-07,2.5e-07,125182.25,0.03154
2019-08-15,DOGEBTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.0,0.0
2019-08-14,DOGEBTC,2.5e-07,2.6e-07,2.5e-07,2.6e-07,6279.1,0.001633
2019-08-13,DOGEBTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,34893.22,0.008723
2019-08-12,DOGEBTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0,0.0
2019-08-11,DOGEBTC,2.5e-07,2.6e-07,2.5e-07,2.5e-07,18544.18,0.004796
2019-08-10,DOGEBTC,2.5e-07,2.5e-07,2.4e-07,2.5e-07,142782.53,0.03538
2019-08-09,DOGEBTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,19218.65,0.004805
2019-08-08,DOGEBTC,2.7e-07,2.7e-07,2.5e-07,2.5e-07,151296.3,0.03783
2019-08-07,DOGEBTC,2.7e-07,2.7e-07,2.7e-07,2.7e-07,24947.08,0.006736
2019-08-06,DOGEBTC,2.8e-07,2.8e-07,2.6e-07,2.7e-07,64038.92,0.01696
2019-08-05,DOGEBTC,2.7e-07,2.9e-07,2.6e-07,2.8e-07,1505692.31,0.412
2019-08-04,DOGEBTC,2.9e-07,2.9e-07,2.7e-07,2.7e-07,72130.5,0.01991
2019-08-03,DOGEBTC,2.8e-07,2.9e-07,2.8e-07,2.9e-07,96559.41,0.02704
2019-08-02,DOGEBTC,2.9e-07,2.9e-07,2.8e-07,2.8e-07,116290.59,0.03266
2019-08-01,DOGEBTC,2.8e-07,3.0e-07,2.8e-07,2.9e-07,54454.75,0.01591
2019-07-31,DOGEBTC,2.8e-07,3.0e-07,2.8e-07,2.8e-07,79195.91,0.02302
2019-07-30,DOGEBTC,3.0e-07,3.0e-07,2.8e-07,2.8e-07,63791.95,0.01873
2019-07-29,DOGEBTC,3.0e-07,3.0e-07,2.9e-07,3.0e-07,79508.98,0.0235
2019-07-28,DOGEBTC,2.8e-07,3.0e-07,2.8e-07,3.0e-07,10952.22,0.003286
2019-07-27,DOGEBTC,2.9e-07,2.9e-07,2.8e-07,2.8e-07,2500.0,0.0007
2019-07-26,DOGEBTC,3.0e-07,3.0e-07,2.9e-07,2.9e-07,29008.6,0.008501
2019-07-25,DOGEBTC,2.9e-07,3.0e-07,2.9e-07,3.0e-07,16616.18,0.004934
2019-07-24,DOGEBTC,2.8e-07,2.9e-07,2.8e-07,2.9e-07,162470.11,0.04615
2019-07-23,DOGEBTC,2.9e-07,3.0e-07,2.8e-07,2.8e-07,138062.08,0.03949
2019-07-22,DOGEBTC,3.0e-07,3.0e-07,2.9e-07,2.9e-07,21670.2,0.006284
2019-07-21,DOGEBTC,3.0e-07,3.0e-07,2.9e-07,3.0e-07,39256.44,0.01174
2019-07-20,DOGEBTC,2.9e-07,3.0e-07,2.9e-07,3.0e-07,311467.4,0.09344
2019-07-19,DOGEBTC,2.9e-07,3.0e-07,2.9e-07,2.9e-07,135436.38,0.04033
2019-07-18,DOGEBTC,3.0e-07,3.0e-07,2.9e-07,2.9e-07,20468.72,0.006005
2019-07-17,DOGEBTC,3.0e-07,3.1e-07,3.0e-07,3.0e-07,270323.43,0.08172
2019-07-16,DOGEBTC,2.8e-07,3.0e-07,2.8e-07,3.0e-07,223674.72,0.06513
2019-07-15,DOGEBTC,2.9e-07,3.0e-07,2.8e-07,2.8e-07,184482.53,0.05373
2019-07-14,DOGEBTC,2.9e-07,2.9e-07,2.8e-07,2.9e-07,448795.6,0.1298
2019-07-13,DOGEBTC,2.8e-07,2.9e-07,2.7e-07,2.9e-07,113354.19,0.03106
2019-07-12,DOGEBTC,2.9e-07,3.0e-07,2.8e-07,2.8e-07,196702.87,0.05755
2019-07-11,DOGEBTC,2.8e-07,2.9e-07,2.7e-07,2.9e-07,79099.81,0.02194
2019-07-10,DOGEBTC,2.8e-07,2.9e-07,2.7e-07,2.8e-07,750951.36,0.207
2019-07-09,DOGEBTC,2.9e-07,2.9e-07,2.7e-07,2.8e-07,585858.57,0.1627
2019-07-08,DOGEBTC,3.0e-07,3.2e-07,2.9e-07,2.9e-07,1545356.04,0.4503
2019-07-07,DOGEBTC,3.1e-07,3.2e-07,3.0e-07,3.0e-07,687259.16,0.2081
2019-07-06,DOGEBTC,3.4e-07,3.5e-07,3.0e-07,3.1e-07,334545.65,0.1077
2019-07-05,DOGEBTC,2.9e-07,4.6e-07,2.8e-07,3.4e-07,4246008.26,1.623
2019-07-04,DOGEBTC,2.8e-07,2.9e-07,2.7e-07,2.9e-07,101561.3,0.02854
2019-07-03,DOGEBTC,2.9e-07,2.9e-07,2.8e-07,2.8e-07,710648.25,0.2001
2019-07-02,DOGEBTC,3.0e-07,3.2e-07,2.9e-07,2.9e-07,145496.0,0.04465
2019-07-01,DOGEBTC,3.0e-07,3.0e-07,2.9e-07,3.0e-07,169603.32,0.05086
2019-06-30,DOGEBTC,2.9e-07,3.0e-07,2.8e-07,3.0e-07,21854.73,0.006361
2019-06-29,DOGEBTC,2.8e-07,3.0e-07,2.8e-07,2.9e-07,19033.64,0.005598
2019-06-28,DOGEBTC,2.9e-07,3.1e-07,2.8e-07,2.8e-07,466372.66,0.1353
2019-06-27,DOGEBTC,2.5e-07,3.2e-07,2.5e-07,2.9e-07,735146.46,0.2064
2019-06-26,DOGEBTC,2.9e-07,3.1e-07,2.5e-07,2.5e-07,1354094.69,0.3733
2019-06-25,DOGEBTC,3.0e-07,3.1e-07,2.9e-07,2.9e-07,689841.02,0.2064
2019-06-24,DOGEBTC,3.1e-07,3.2e-07,3.0e-07,3.0e-07,142964.37,0.04376
2019-06-23,DOGEBTC,3.4e-07,3.4e-07,3.0e-07,3.1e-07,284435.53,0.0894
2019-06-22,DOGEBTC,3.4e-07,3.4e-07,2.9e-07,3.4e-07,1804370.89,0.5671
2019-06-21,DOGEBTC,3.5e-07,3.7e-07,3.2e-07,3.4e-07,952653.99,0.3227
2019-06-20,DOGEBTC,3.4e-07,3.5e-07,3.3e-07,3.5e-07,678165.07,0.2285
2019-06-19,DOGEBTC,3.5e-07,3.5e-07,3.4e-07,3.4e-07,98059.9,0.03334
2019-06-18,DOGEBTC,3.4e-07,3.6e-07,3.4e-07,3.5e-07,799223.58,0.2829
2019-06-17,DOGEBTC,3.4e-07,3.5e-07,3.4e-07,3.4e-07,233625.08,0.07951
2019-06-16,DOGEBTC,3.4e-07,3.5e-07,3.4e-07,3.4e-07,40845.06,0.01408
2019-06-15,DOGEBTC,3.5e-07,3.5e-07,3.4e-07,3.4e-07,1374.8,0.0004712
2019-06-14,DOGEBTC,3.7e-07,3.7e-07,3.5e-07,3.5e-07,381345.0,0.1347
2019-06-13,DOGEBTC,4.0e-07,4.0e-07,3.7e-07,3.7e-07,156686.68,0.05811
2019-06-12,DOGEBTC,4.0e-07,4.0e-07,3.8e-07,4.0e-07,93557.51,0.03663
2019-06-11,DOGEBTC,4.0e-07,4.0e-07,3.8e-07,4.0e-07,13222.63,0.005257
2019-06-10,DOGEBTC,4.0e-07,4.0e-07,4.0e-07,4.0e-07,14485.5,0.005794
2019-06-09,DOGEBTC,4.0e-07,4.0e-07,3.8e-07,4.0e-07,137786.68,0.05478
2019-06-08,DOGEBTC,3.9e-07,4.0e-07,3.7e-07,4.0e-07,28283.45,0.01077
2019-06-07,DOGEBTC,4.1e-07,4.1e-07,3.9e-07,3.9e-07,153751.56,0.05996
2019-06-06,DOGEBTC,3.9e-07,4.1e-07,3.8e-07,4.1e-07,18195.77,0.00692
2019-06-05,DOGEBTC,3.8e-07,3.9e-07,3.7e-07,3.9e-07,14379.1,0.005602
2019-06-04,DOGEBTC,3.8e-07,3.8e-07,3.7e-07,3.8e-07,24919.26,0.009324
2019-06-03,DOGEBTC,3.6e-07,4.1e-07,3.6e-07,3.8e-07,145426.08,0.05797
2019-06-02,DOGEBTC,3.9e-07,4.1e-07,3.6e-07,3.6e-07,16752.61,0.006372
2019-06-01,DOGEBTC,3.9e-07,4.0e-07,3.9e-07,3.9e-07,9788.35,0.003821
2019-05-31,DOGEBTC,3.9e-07,4.0e-07,3.9e-07,3.9e-07,27259.57,0.01086
2019-05-30,DOGEBTC,3.8e-07,4.1e-07,3.5e-07,3.9e-07,460307.94,0.1816
2019-05-29,DOGEBTC,3.6e-07,3.8e-07,3.5e-07,3.8e-07,16419.44,0.006042
2019-05-28,DOGEBTC,3.7e-07,3.8e-07,3.4e-07,3.6e-07,156910.83,0.0569
2019-05-27,DOGEBTC,3.6e-07,3.8e-07,3.6e-07,3.7e-07,45536.38,0.01691
2019-05-26,DOGEBTC,3.6e-07,3.8e-07,3.6e-07,3.6e-07,44378.91,0.01635
2019-05-25,DOGEBTC,3.7e-07,3.8e-07,3.6e-07,3.6e-07,37939.55,0.01384
2019-05-24,DOGEBTC,3.7e-07,3.7e-07,3.6e-07,3.7e-07,126080.27,0.04558
2019-05-23,DOGEBTC,3.8e-07,3.9e-07,3.7e-07,3.7e-07,66378.36,0.02457
2019-05-22,DOGEBTC,3.8e-07,3.9e-07,3.7e-07,3.8e-07,37281.95,0.01432
2019-05-21,DOGEBTC,3.9e-07,3.9e-07,3.7e-07,3.8e-07,69906.5,0.02594
2019-05-20,DOGEBTC,4.0e-07,4.0e-07,3.8e-07,3.9e-07,116520.65,0.04431
2019-05-19,DOGEBTC,4.1e-07,4.1e-07,3.8e-07,4.0e-07,29437.29,0.0115
2019-05-18,DOGEBTC,3.9e-07,4.1e-07,3.8e-07,4.1e-07,48802.28,0.01877
2019-05-17,DOGEBTC,4.1e-07,4.1e-07,3.9e-07,3.9e-07,102252.96,0.03988
2019-05-16,DOGEBTC,4.0e-07,4.4e-07,3.9e-07,4.1e-07,426392.35,0.1775
2019-05-15,DOGEBTC,3.7e-07,4.0e-07,3.7e-07,4.0e-07,752938.24,0.2946
2019-05-14,DOGEBTC,3.5e-07,4.0e-07,3.4e-07,3.7e-07,428518.25,0.1638
2019-05-13,DOGEBTC,3.7e-07,3.8e-07,3.5e-07,3.5e-07,334108.97,0.1211
2019-05-12,DOGEBTC,3.9e-07,3.9e-07,3.7e-07,3.7e-07,130558.34,0.04871
2019-05-11,DOGEBTC,4.1e-07,4.1e-07,3.8e-07,3.9e-07,745032.41,0.2872
2019-05-10,DOGEBTC,4.0e-07,4.2e-07,3.9e-07,4.1e-07,430205.1,0.1721
2019-05-09,DOGEBTC,4.3e-07,4.3e-07,4.0e-07,4.0e-07,72343.1,0.02999
2019-05-08,DOGEBTC,4.3e-07,4.3e-07,4.3e-07,4.3e-07,28627.91,0.01231
2019-05-07,DOGEBTC,4.4e-07,4.4e-07,4.1e-07,4.3e-07,530765.27,0.223
2019-05-06,DOGEBTC,4.6e-07,4.6e-07,4.4e-07,4.4e-07,276564.04,0.1228
2019-05-05,DOGEBTC,4.6e-07,4.6e-07,4.6e-07,4.6e-07,19320.33,0.008887
2019-05-04,DOGEBTC,4.7e-07,4.7e-07,4.6e-07,4.6e-07,659220.95,0.3033
2019-05-03,DOGEBTC,4.8e-07,4.8e-07,4.7e-07,4.7e-07,95376.54,0.04553
2019-05-02,DOGEBTC,4.8e-07,4.8e-07,4.7e-07,4.8e-07,6862.04,0.003243
2019-05-01,DOGEBTC,4.6e-07,4.8e-07,4.6e-07,4.8e-07,93334.75,0.04389
2019-04-30,DOGEBTC,4.7e-07,4.8e-07,4.6e-07,4.6e-07,24752.37,0.01162
2019-04-29,DOGEBTC,4.9e-07,4.9e-07,4.7e-07,4.7e-07,265065.2,0.1246
2019-04-28,DOGEBTC,4.7e-07,4.9e-07,4.7e-07,4.9e-07,75809.44,0.03632
2019-04-27,DOGEBTC,4.8e-07,4.8e-07,4.7e-07,4.7e-07,15000.0,0.00705
2019-04-26,DOGEBTC,4.8e-07,4.8e-07,4.6e-07,4.8e-07,403449.94,0.1898
2019-04-25,DOGEBTC,4.7e-07,4.9e-07,4.7e-07,4.8e-07,37782.95,0.01824
2019-04-24,DOGEBTC,5.0e-07,5.0e-07,4.7e-07,4.7e-07,232704.68,0.1113
2019-04-23,DOGEBTC,5.2e-07,5.3e-07,5.0e-07,5.0e-07,348855.19,0.1762
2019-04-22,DOGEBTC,5.3e-07,5.3e-07,5.1e-07,5.2e-07,27100.15,0.01409
2019-04-21,DOGEBTC,5.4e-07,5.5e-07,5.2e-07,5.3e-07,145859.57,0.07778
2019-04-20,DOGEBTC,5.7e-07,5.7e-07,5.3e-07,5.4e-07,196961.25,0.1088
2019-04-19,DOGEBTC,5.6e-07,5.7e-07,5.5e-07,5.7e-07,119102.64,0.0677
2019-04-18,DOGEBTC,5.3e-07,5.7e-07,5.3e-07,5.6e-07,54397.3,0.02982
2019-04-17,DOGEBTC,5.4e-07,5.4e-07,5.3e-07,5.3e-07,62167.14,0.03298
2019-04-16,DOGEBTC,5.5e-07,5.5e-07,5.4e-07,5.4e-07,999.93,0.00054
2019-04-15,DOGEBTC,5.5e-07,5.8e-07,5.5e-07,5.5e-07,26884.1,0.01507
2019-04-14,DOGEBTC,5.6e-07,5.7e-07,5.5e-07,5.5e-07,23109.23,0.01274
2019-04-13,DOGEBTC,5.7e-07,5.7e-07,5.4e-07,5.6e-07,22923.9,0.0129
2019-04-12,DOGEBTC,5.5e-07,5.7e-07,5.3e-07,5.7e-07,193285.6,0.1054
2019-04-11,DOGEBTC,5.6e-07,6.2e-07,5.5e-07,5.5e-07,243564.37,0.143
2019-04-10,DOGEBTC,5.5e-07,6.0e-07,5.5e-07,5.6e-07,111692.53,0.06565
2019-04-09,DOGEBTC,5.6e-07,8.0e-07,5.3e-07,5.5e-07,497899.21,0.2931
2019-04-08,DOGEBTC,6.7e-07,6.7e-07,5.5e-07,5.6e-07,525659.53,0.3079
2019-04-07,DOGEBTC,7.0e-07,7.0e-07,6.4e-07,6.7e-07,27150.93,0.01798
2019-04-06,DOGEBTC,7.1e-07,7.8e-07,6.6e-07,7.0e-07,63206.52,0.04438
2019-04-05,DOGEBTC,7.5e-07,7.5e-07,6.5e-07,7.1e-07,129899.35,0.08855
2019-04-04,DOGEBTC,6.1e-07,8.5e-07,6.1e-07,7.5e-07,649611.04,0.4797
2019-04-03,DOGEBTC,5.8e-07,7.0e-07,5.7e-07,6.1e-07,292172.03,0.1895
2019-04-02,DOGEBTC,6.1e-07,6.1e-07,5.3e-07,5.8e-07,312303.85,0.1725
2019-04-01,DOGEBTC,5.0e-07,6.1e-07,5.0e-07,6.1e-07,928023.94,0.5189
2019-03-31,DOGEBTC,5.1e-07,5.2e-07,5.0e-07,5.0e-07,397571.12,0.2027
2019-03-30,DOGEBTC,5.1e-07,5.2e-07,5.0e-07,5.1e-07,60281.91,0.03094
2019-03-29,DOGEBTC,5.2e-07,5.3e-07,5.0e-07,5.1e-07,16479.31,0.008512
2019-03-28,DOGEBTC,5.3e-07,5.3e-07,5.2e-07,5.2e-07,27520.14,0.01445
2019-03-27,DOGEBTC,5.2e-07,5.3e-07,5.2e-07,5.3e-07,13244.3,0.006919
2019-03-26,DOGEBTC,5.1e-07,5.2e-07,5.0e-07,5.2e-07,3460.15,0.001768
2019-03-25,DOGEBTC,5.1e-07,5.2e-07,5.0e-07,5.1e-07,33000.69,0.01674
2019-03-24,DOGEBTC,5.1e-07,5.1e-07,5.0e-07,5.1e-07,422924.61,0.2132
2019-03-23,DOGEBTC,5.0e-07,5.1e-07,5.0e-07,5.1e-07,204244.42,0.1033
2019-03-22,DOGEBTC,5.0e-07,5.1e-07,5.0e-07,5.0e-07,502315.99,0.2515
2019-03-21,DOGEBTC,5.1e-07,5.1e-07,5.0e-07,5.0e-07,128314.51,0.06507
2019-03-20,DOGEBTC,5.2e-07,5.2e-07,5.0e-07,5.1e-07,122717.07,0.0625
2019-03-19,DOGEBTC,5.2e-07,5.3e-07,5.1e-07,5.2e-07,9126.57,0.004737
2019-03-18,DOGEBTC,5.1e-07,5.3e-07,5.1e-07,5.2e-07,8358.92,0.004348
2019-03-17,DOGEBTC,5.1e-07,5.2e-07,5.1e-07,5.1e-07,232761.92,0.121
2019-03-16,DOGEBTC,5.1e-07,5.2e-07,5.1e-07,5.1e-07,98203.79,0.05059
2019-03-15,DOGEBTC,5.3e-07,5.3e-07,5.0e-07,5.1e-07,36637.15,0.01914
2019-03-14,DOGEBTC,5.2e-07,5.3e-07,5.0e-07,5.3e-07,34690.15,0.01784
2019-03-13,DOGEBTC,5.2e-07,5.3e-07,5.0e-07,5.2e-07,192853.8,0.1002
2019-03-12,DOGEBTC,5.1e-07,5.2e-07,4.9e-07,5.2e-07,187623.01,0.09432
2019-03-11,DOGEBTC,5.0e-07,5.1e-07,4.9e-07,5.1e-07,83528.18,0.04206
2019-03-10,DOGEBTC,5.1e-07,5.1e-07,5.0e-07,5.0e-07,17066.42,0.00862
2019-03-09,DOGEBTC,5.2e-07,5.2e-07,5.0e-07,5.1e-07,90305.99,0.04591
2019-03-08,DOGEBTC,5.1e-07,5.2e-07,5.0e-07,5.2e-07,22632.37,0.01148
2019-03-07,DOGEBTC,5.1e-07,5.3e-07,5.0e-07,5.1e-07,148519.72,0.0755
2019-03-06,DOGEBTC,5.2e-07,5.3e-07,5.0e-07,5.1e-07,194809.18,0.101
2019-03-05,DOGEBTC,5.2e-07,5.3e-07,5.0e-07,5.2e-07,53939.47,0.02804
2019-03-04,DOGEBTC,5.2e-07,5.3e-07,5.1e-07,5.2e-07,279558.72,0.1443
2019-03-03,DOGEBTC,5.1e-07,5.3e-07,5.1e-07,5.2e-07,35220.07,0.0182
2019-03-02,DOGEBTC,5.2e-07,5.2e-07,5.0e-07,5.1e-07,83901.8,0.04359
2019-03-01,DOGEBTC,5.2e-07,5.2e-07,5.0e-07,5.2e-07,30068.42,0.01541
2019-02-28,DOGEBTC,5.3e-07,5.3e-07,5.1e-07,5.2e-07,257149.79,0.1312
2019-02-27,DOGEBTC,5.1e-07,5.3e-07,5.1e-07,5.3e-07,38762.72,0.01993
2019-02-26,DOGEBTC,5.3e-07,5.3e-07,5.1e-07,5.1e-07,82700.46,0.04372
2019-02-25,DOGEBTC,5.2e-07,5.3e-07,5.0e-07,5.3e-07,235495.72,0.1235
2019-02-24,DOGEBTC,5.1e-07,5.2e-07,5.0e-07,5.2e-07,285828.11,0.1469
2019-02-23,DOGEBTC,5.2e-07,5.2e-07,5.1e-07,5.1e-07,482266.29,0.2502
2019-02-22,DOGEBTC,5.1e-07,5.3e-07,5.0e-07,5.2e-07,85029.91,0.04388
2019-02-21,DOGEBTC,5.2e-07,5.3e-07,5.1e-07,5.1e-07,286303.82,0.1505
2019-02-20,DOGEBTC,5.2e-07,5.4e-07,5.2e-07,5.2e-07,5802.9,0.003052
2019-02-19,DOGEBTC,5.2e-07,5.4e-07,5.2e-07,5.2e-07,12863.87,0.006739
2019-02-18,DOGEBTC,5.5e-07,5.5e-07,5.2e-07,5.2e-07,410958.66,0.2235
2019-02-17,DOGEBTC,5.2e-07,5.6e-07,5.2e-07,5.5e-07,17444.37,0.009555
2019-02-16,DOGEBTC,5.6e-07,5.6e-07,5.2e-07,5.2e-07,36834.24,0.01953
2019-02-15,DOGEBTC,5.3e-07,5.6e-07,5.3e-07,5.6e-07,405286.24,0.2221
2019-02-14,DOGEBTC,5.1e-07,5.3e-07,5.1e-07,5.3e-07,26241.85,0.01347
2019-02-13,DOGEBTC,5.3e-07,5.3e-07,5.1e-07,5.1e-07,19551.97,0.009997
2019-02-12,DOGEBTC,5.3e-07,5.3e-07,5.1e-07,5.3e-07,47577.69,0.02452
2019-02-11,DOGEBTC,5.3e-07,5.3e-07,5.3e-07,5.3e-07,8623.08,0.00457
2019-02-10,DOGEBTC,5.4e-07,5.4e-07,5.2e-07,5.3e-07,26103.92,0.01401
2019-02-09,DOGEBTC,5.4e-07,5.4e-07,5.1e-07,5.4e-07,26719.28,0.01418
2019-02-08,DOGEBTC,5.6e-07,5.6e-07,5.3e-07,5.4e-07,7060.66,0.003863
2019-02-07,DOGEBTC,5.3e-07,5.6e-07,5.3e-07,5.6e-07,91807.45,0.04955
2019-02-06,DOGEBTC,5.3e-07,5.6e-07,5.3e-07,5.3e-07,339522.35,0.1818
2019-02-05,DOGEBTC,5.6e-07,5.6e-07,5.3e-07,5.3e-07,176615.21,0.0964
2019-02-04,DOGEBTC,5.6e-07,5.6e-07,5.4e-07,5.6e-07,33646.26,0.01883
2019-02-03,DOGEBTC,5.4e-07,5.6e-07,5.4e-07,5.6e-07,22851.93,0.01261
2019-02-02,DOGEBTC,5.5e-07,5.6e-07,5.4e-07,5.4e-07,54957.1,0.0303
2019-02-01,DOGEBTC,5.6e-07,5.6e-07,5.5e-07,5.5e-07,55495.17,0.03105
2019-01-31,DOGEBTC,5.6e-07,5.6e-07,5.6e-07,5.6e-07,19078.31,0.01068
2019-01-30,DOGEBTC,5.5e-07,5.6e-07,5.5e-07,5.6e-07,35179.51,0.01965
2019-01-29,DOGEBTC,5.5e-07,5.8e-07,5.4e-07,5.5e-07,239840.35,0.1301
2019-01-28,DOGEBTC,5.6e-07,5.7e-07,5.5e-07,5.5e-07,358638.64,0.1985
2019-01-27,DOGEBTC,5.6e-07,5.6e-07,5.6e-07,5.6e-07,182.42,0.0001022
2019-01-26,DOGEBTC,5.6e-07,5.8e-07,5.6e-07,5.6e-07,254974.45,0.1453
2019-01-25,DOGEBTC,5.6e-07,5.8e-07,5.6e-07,5.6e-07,216659.75,0.123
2019-01-24,DOGEBTC,5.6e-07,5.9e-07,5.6e-07,5.6e-07,56194.56,0.03155
2019-01-23,DOGEBTC,5.6e-07,5.9e-07,5.6e-07,5.6e-07,17325.9,0.01015
2019-01-22,DOGEBTC,5.9e-07,5.9e-07,5.6e-07,5.6e-07,14431.64,0.008295
2019-01-21,DOGEBTC,5.7e-07,5.9e-07,5.5e-07,5.9e-07,32042.87,0.01819
2019-01-20,DOGEBTC,5.8e-07,5.9e-07,5.6e-07,5.7e-07,45435.5,0.02616
2019-01-19,DOGEBTC,5.8e-07,5.8e-07,5.5e-07,5.8e-07,57972.25,0.03253
2019-01-18,DOGEBTC,5.7e-07,5.9e-07,5.7e-07,5.8e-07,17919.81,0.01041
2019-01-17,DOGEBTC,5.8e-07,5.9e-07,5.7e-07,5.7e-07,43336.27,0.02495
2019-01-16,DOGEBTC,6.0e-07,6.0e-07,5.7e-07,5.8e-07,78867.06,0.04569
2019-01-15,DOGEBTC,5.8e-07,6.2e-07,5.7e-07,6.0e-07,55664.2,0.03249
2019-01-14,DOGEBTC,5.8e-07,6.0e-07,5.7e-07,5.8e-07,174705.5,0.1014
2019-01-13,DOGEBTC,5.9e-07,5.9e-07,5.6e-07,5.8e-07,99526.89,0.05641
2019-01-12,DOGEBTC,5.8e-07,5.9e-07,5.6e-07,5.9e-07,41849.06,0.02396
2019-01-11,DOGEBTC,5.9e-07,5.9e-07,5.6e-07,5.8e-07,147064.25,0.08528
2019-01-10,DOGEBTC,5.7e-07,5.9e-07,5.6e-07,5.9e-07,194773.69,0.1124
2019-01-09,DOGEBTC,5.5e-07,5.7e-07,5.5e-07,5.7e-07,45452.05,0.02577
2019-01-08,DOGEBTC,5.4e-07,5.7e-07,5.4e-07,5.5e-07,80917.69,0.04538
2019-01-07,DOGEBTC,5.6e-07,5.7e-07,5.4e-07,5.4e-07,159950.3,0.08894
2019-01-06,DOGEBTC,5.9e-07,6.1e-07,5.5e-07,5.6e-07,869462.67,0.5059
2019-01-05,DOGEBTC,6.0e-07,6.0e-07,5.8e-07,5.9e-07,204464.32,0.1211
2019-01-04,DOGEBTC,6.0e-07,6.1e-07,5.9e-07,6.0e-07,306631.93,0.1827
2019-01-03,DOGEBTC,6.1e-07,6.2e-07,5.7e-07,6.0e-07,139341.22,0.08348
2019-01-02,DOGEBTC,5.5e-07,6.4e-07,5.2e-07,6.1e-07,273835.67,0.1595
2019-01-01,DOGEBTC,6.5e-07,6.5e-07,5.3e-07,5.5e-07,749840.0,0.4436
2018-12-31,DOGEBTC,5.9e-07,6.5e-07,5.9e-07,6.5e-07,15101.83,0.009518
2018-12-30,DOGEBTC,6.2e-07,6.3e-07,5.8e-07,5.9e-07,144038.62,0.08715
2018-12-29,DOGEBTC,6.3e-07,6.3e-07,6.2e-07,6.2e-07,8870.33,0.005527
2018-12-28,DOGEBTC,6.4e-07,6.5e-07,6.1e-07,6.3e-07,67192.72,0.04249
2018-12-27,DOGEBTC,6.2e-07,6.5e-07,6.2e-07,6.4e-07,100412.47,0.06501
2018-12-26,DOGEBTC,6.3e-07,6.5e-07,6.2e-07,6.2e-07,117444.15,0.07531
2018-12-25,DOGEBTC,6.1e-07,6.8e-07,6.1e-07,6.3e-07,82066.62,0.05215
2018-12-24,DOGEBTC,6.4e-07,6.4e-07,6.1e-07,6.1e-07,410656.21,0.2581
2018-12-23,DOGEBTC,6.4e-07,6.5e-07,6.1e-07,6.4e-07,99574.79,0.06372
2018-12-22,DOGEBTC,6.5e-07,6.9e-07,6.1e-07,6.4e-07,252011.92,0.158
