Created on 10-17-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume BTC
2019-08-26,ETHBTC,0.01841,0.01862,0.01805,0.01817,8222.43,150.47
2019-08-25,ETHBTC,0.01882,0.01886,0.01832,0.01841,5363.98,100.21
2019-08-24,ETHBTC,0.01869,0.01898,0.01851,0.01882,3696.11,69.32
2019-08-23,ETHBTC,0.01885,0.019,0.01852,0.01869,5095.46,95.75
2019-08-22,ETHBTC,0.01847,0.01916,0.01847,0.01885,9627.71,181.26
2019-08-21,ETHBTC,0.01826,0.01861,0.01805,0.01847,26549.03,483.85
2019-08-20,ETHBTC,0.01853,0.01856,0.01822,0.01826,8424.6,154.88
2019-08-19,ETHBTC,0.01884,0.01891,0.01843,0.01853,8461.41,158.26
2019-08-18,ETHBTC,0.01818,0.01899,0.0181,0.01884,8019.78,148.92
2019-08-17,ETHBTC,0.01785,0.01825,0.01779,0.01818,4037.18,72.58
2019-08-16,ETHBTC,0.01826,0.01854,0.01764,0.01785,13087.8,236.71
2019-08-15,ETHBTC,0.01858,0.01885,0.01794,0.01826,16126.39,297.52
2019-08-14,ETHBTC,0.01921,0.01979,0.01805,0.01858,24522.05,469.63
2019-08-13,ETHBTC,0.01856,0.01928,0.01827,0.01921,14568.76,272.08
2019-08-12,ETHBTC,0.01875,0.01875,0.0185,0.01856,6107.28,113.72
2019-08-11,ETHBTC,0.01825,0.019,0.01825,0.01875,17581.72,326.99
2019-08-10,ETHBTC,0.01774,0.01829,0.01774,0.01825,8600.81,155.0
2019-08-09,ETHBTC,0.01841,0.01851,0.01757,0.01774,21855.51,391.9
2019-08-08,ETHBTC,0.01889,0.01916,0.01837,0.01841,12765.25,240.82
2019-08-07,ETHBTC,0.01972,0.01974,0.01875,0.01889,17139.64,329.11
2019-08-06,ETHBTC,0.01976,0.01991,0.01903,0.01972,19114.66,371.64
2019-08-05,ETHBTC,0.02029,0.02036,0.01941,0.01976,17735.94,351.31
2019-08-04,ETHBTC,0.02052,0.02071,0.02012,0.02029,10421.34,213.35
2019-08-03,ETHBTC,0.02068,0.02094,0.02034,0.02052,9991.2,205.2
2019-08-02,ETHBTC,0.02091,0.02117,0.02048,0.02068,16686.32,346.9
2019-08-01,ETHBTC,0.02168,0.02168,0.02076,0.02091,15144.68,320.01
2019-07-31,ETHBTC,0.0219,0.02213,0.02147,0.02168,5239.12,113.88
2019-07-30,ETHBTC,0.02221,0.02222,0.0218,0.0219,5291.51,116.09
2019-07-29,ETHBTC,0.02212,0.02227,0.02192,0.02221,4029.38,88.96
2019-07-28,ETHBTC,0.02185,0.02233,0.02162,0.02212,4767.57,104.45
2019-07-27,ETHBTC,0.02227,0.02233,0.02163,0.02185,9922.68,217.22
2019-07-26,ETHBTC,0.0222,0.0224,0.02194,0.02227,5752.87,127.65
2019-07-25,ETHBTC,0.02216,0.02238,0.02191,0.0222,8211.26,181.43
2019-07-24,ETHBTC,0.02157,0.02247,0.02088,0.02216,15922.59,347.59
2019-07-23,ETHBTC,0.02102,0.02162,0.02097,0.02157,9188.26,195.59
2019-07-22,ETHBTC,0.0213,0.02181,0.02067,0.02102,23317.91,495.32
2019-07-21,ETHBTC,0.02126,0.02144,0.02092,0.0213,7632.01,161.76
2019-07-20,ETHBTC,0.02102,0.02187,0.02102,0.02126,20535.99,440.04
2019-07-19,ETHBTC,0.02123,0.02132,0.02081,0.02102,6850.41,143.89
2019-07-18,ETHBTC,0.02183,0.0224,0.02103,0.02123,17137.63,372.66
2019-07-17,ETHBTC,0.02108,0.0223,0.021,0.02183,17743.89,383.21
2019-07-16,ETHBTC,0.02107,0.02144,0.02006,0.02108,30972.09,647.96
2019-07-15,ETHBTC,0.0223,0.0223,0.0197,0.02107,32872.95,705.88
2019-07-14,ETHBTC,0.02368,0.02407,0.02214,0.0223,18179.71,412.31
