Created on 10-17-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
2019-08-04,LTCUSD,94.16,94.8,90.46,92.91,22553.17,2088240.79
2019-08-03,LTCUSD,94.89,96.57,93.56,94.16,17303.37,1650121.97
2019-08-02,LTCUSD,98.94,99.05,92.72,94.89,26113.59,2499635.36
2019-08-01,LTCUSD,98.85,100.72,95.79,98.94,25682.0,2524734.82
2019-07-31,LTCUSD,90.21,99.89,89.94,98.85,24972.38,2381811.37
2019-07-30,LTCUSD,90.34,92.7,88.61,90.21,18011.15,1634228.9
2019-07-29,LTCUSD,89.95,92.17,87.53,90.34,30726.03,2760712.28
2019-07-28,LTCUSD,88.72,90.81,81.5,89.95,39674.44,3477860.91
2019-07-27,LTCUSD,94.39,96.48,86.49,88.72,35669.68,3231596.1
2019-07-26,LTCUSD,93.23,94.58,90.25,94.39,32954.75,3054401.06
2019-07-25,LTCUSD,94.45,96.7,91.22,93.23,34352.9,3238170.68
2019-07-24,LTCUSD,90.07,97.31,86.59,94.45,68479.99,6261766.28
2019-07-23,LTCUSD,95.22,95.22,88.54,90.07,51413.35,4711572.03
2019-07-22,LTCUSD,99.69,100.99,91.1,95.22,47551.57,4515144.72
2019-07-21,LTCUSD,100.54,101.82,96.51,99.69,31406.53,3106427.3
2019-07-20,LTCUSD,98.78,106,97.78,100.54,45193.73,4568779.23
2019-07-19,LTCUSD,100.97,101.57,95.03,98.78,68200.72,6670870.6
2019-07-18,LTCUSD,90.34,104.64,87.28,100.97,104707.2,10163102.85
2019-07-17,LTCUSD,79.5,94.89,76.69,90.34,102896.72,8868305.23
2019-07-16,LTCUSD,90.59,91.98,76.5,79.5,102143.59,8520599.14
2019-07-15,LTCUSD,90.47,92.86,84.94,90.59,47324.63,4227003.61
2019-07-14,LTCUSD,101.19,101.8,88,90.47,37174.95,3470247.96
2019-07-13,LTCUSD,105.09,105.29,97.06,101.19,24053.92,2437007.13
2019-07-12,LTCUSD,102.89,106.96,100.75,105.09,39644.55,4132424.7
2019-07-11,LTCUSD,108.26,108.26,95.13,102.89,103236.3,10492228.73
2019-07-10,LTCUSD,119.38,120.52,71,108.26,92179.01,10090003.49
2019-07-09,LTCUSD,123.49,124.16,117.94,119.38,27452.76,3316551.42
2019-07-08,LTCUSD,120.29,125.6,118.33,123.49,28522.86,3447604.88
2019-07-07,LTCUSD,118.37,121,117.26,120.29,11190.12,1332069.25
2019-07-06,LTCUSD,118.46,122.13,117.26,118.37,17933.67,2143789.6
2019-07-05,LTCUSD,119.85,120.71,116.64,118.46,27253.95,3236808.28
2019-07-04,LTCUSD,121.84,127.32,118.43,119.85,40540.51,4983177.84
2019-07-03,LTCUSD,118.55,123,117.1,121.84,34099.66,4094710.85
2019-07-02,LTCUSD,122.63,123.37,111.89,118.55,66301.53,7712822.95
2019-07-01,LTCUSD,122,126.47,113.31,122.63,69219.18,8281366.42
2019-06-30,LTCUSD,133.32,136.67,119.66,122,82663.72,10656837.6
2019-06-29,LTCUSD,119.66,136.18,114.7,133.32,67762.09,8634049.32
2019-06-28,LTCUSD,114.18,121.75,112.44,119.66,45142.84,5275421.65
2019-06-27,LTCUSD,130.61,132,106.93,114.18,146988.15,17184270.82
2019-06-26,LTCUSD,135.62,138.1,125.06,130.61,91918.63,12280515.57
2019-06-25,LTCUSD,135.29,138.37,128.22,135.62,31055.93,4158544.51
2019-06-24,LTCUSD,136.18,136.23,131.01,135.29,24578.95,3298508.15
2019-06-23,LTCUSD,141.2,142.03,134.3,136.18,19870.76,2764684.63
2019-06-22,LTCUSD,138.93,145.63,136.57,141.2,56436.18,7968383.57
2019-06-21,LTCUSD,135.84,141.4,135.48,138.93,32710.09,4509444.9
2019-06-20,LTCUSD,136.66,137.1,133.4,135.84,23509.14,3178332.23
2019-06-19,LTCUSD,135.29,139.77,133.66,136.66,30016.48,4118784.14
2019-06-18,LTCUSD,134.04,136.89,128.84,135.29,30125.19,4002986.39
2019-06-17,LTCUSD,136.71,137.18,132.11,134.04,22425.17,3020818.28
2019-06-16,LTCUSD,138.2,138.9,133.89,136.71,32212.92,4385039.84
2019-06-15,LTCUSD,132.68,140,132.68,138.2,30582.69,4170790.91
2019-06-14,LTCUSD,130.85,133,125.77,132.68,36260.03,4703050.67
2019-06-13,LTCUSD,136.08,136.97,128.01,130.85,44788.26,5954840.43
2019-06-12,LTCUSD,136.26,144.13,130.22,136.08,84939.53,11684260.3
2019-06-11,LTCUSD,130.04,138.82,125.14,136.26,40962.96,5401142.4
2019-06-10,LTCUSD,114.67,130.5,112.78,130.04,49982.19,6168578.84
2019-06-09,LTCUSD,118.52,119.36,111.51,114.67,31998.64,3686372.21
2019-06-08,LTCUSD,117.14,119.98,114.03,118.52,19271.46,2257501.43
2019-06-07,LTCUSD,111.31,121.57,109.83,117.14,45639.45,5291163.68
2019-06-06,LTCUSD,103.91,112.51,101.2,111.31,35429.21,3759483.29
2019-06-05,LTCUSD,101.9,105.2,100.17,103.91,28825.2,2963561.5
2019-06-04,LTCUSD,105.73,106.28,98,101.9,89399.17,9206462.9
2019-06-03,LTCUSD,114.51,116.07,104.8,105.73,39260.33,4319507.18
2019-06-02,LTCUSD,112.5,116.77,111.85,114.51,15333.14,1755270.44
2019-06-01,LTCUSD,114.64,116.02,110.83,112.5,21627.57,2446885.22
2019-05-31,LTCUSD,108.07,114.79,104.53,114.64,36559.27,3981147.03
2019-05-30,LTCUSD,114.95,121,101.89,108.07,77027.83,8636455.68
2019-05-29,LTCUSD,114.94,118.21,108.7,114.95,36127.47,4140767.44
2019-05-28,LTCUSD,116.79,118.05,111.62,114.94,24533.69,2803646.5
2019-05-27,LTCUSD,112.64,121.99,111.26,116.79,96085.45,11005940.55
2019-05-26,LTCUSD,103.13,114.81,99.5,112.64,45812.71,4855802.27
2019-05-25,LTCUSD,100.58,104.98,99.32,103.13,27758.84,2845602.32
2019-05-24,LTCUSD,89,103.99,88.27,100.58,38205.58,3761535.81
2019-05-23,LTCUSD,87.73,89.76,84.78,89,7963.17,698605.4
2019-05-22,LTCUSD,91.67,92.37,85.64,87.73,38587.29,3433721.31
2019-05-21,LTCUSD,91.9,93.49,89.43,91.67,16950.88,1552478.19
2019-05-20,LTCUSD,95.03,95.03,87.23,91.9,29085.32,2653282.38
2019-05-19,LTCUSD,86.81,97.24,86.37,95.03,28429.95,2643252.61
2019-05-18,LTCUSD,89.75,90.49,85.36,86.81,10954.53,961102.99
2019-05-17,LTCUSD,95.72,97.34,84,89.75,59454.58,5249719.55
2019-05-16,LTCUSD,102.4,107.34,90.64,95.72,72878.15,7210322.26
2019-05-15,LTCUSD,91.54,104.69,90.7,102.4,76954.0,7474122.23
2019-05-14,LTCUSD,87.74,94.26,86.13,91.54,55080.5,4964175.63
2019-05-13,LTCUSD,84.44,93,84.35,87.74,53128.22,4733898.5
2019-05-12,LTCUSD,88.46,94.32,82.88,84.44,79462.16,6993106.54
2019-05-11,LTCUSD,76.86,95.95,76.86,88.46,75457.91,6538852.24
2019-05-10,LTCUSD,73.7,79.16,72.44,76.86,30943.09,2354089.98
2019-05-09,LTCUSD,73.79,75.5,72.29,73.7,16760.28,1236795.33
2019-05-08,LTCUSD,73.18,74.87,71.95,73.79,27243.79,1991343.39
2019-05-07,LTCUSD,74.21,77.85,74.21,76.14,11863.56,904378.18
2019-05-06,LTCUSD,74.91,76.07,71.02,74.21,24756.55,1820222.46
2019-05-05,LTCUSD,77.11,77.24,74.51,74.91,13914.81,1057626.32
2019-05-04,LTCUSD,77.81,81.4,73.89,77.11,40326.79,3111318.04
2019-05-03,LTCUSD,72.38,79.85,72.01,77.81,41211.51,3161698.86
2019-05-02,LTCUSD,72.51,73.39,71.5,72.38,9886.68,715549.78
2019-05-01,LTCUSD,73.51,74.97,71.2,72.51,14310.49,1037545.57
2019-04-30,LTCUSD,66.34,73.88,66.34,73.51,19834.84,1402671.38
2019-04-29,LTCUSD,67.88,68.33,65,66.34,14891.83,990199.66
2019-04-28,LTCUSD,70.5,70.72,67.02,67.88,10202.19,699176.87
2019-04-27,LTCUSD,71.57,71.7,70.26,70.5,6504.93,462060.79
2019-04-26,LTCUSD,70.46,73.2,68.8,71.57,29044.62,2070706.48
2019-04-25,LTCUSD,73.25,74.66,68.91,70.46,34436.66,2464262.95
2019-04-24,LTCUSD,74.18,75.1,70.44,73.25,33910.56,2459753.76
2019-04-23,LTCUSD,76.89,79.67,73.92,74.18,22621.74,1743716.42
2019-04-22,LTCUSD,77.19,78.59,75.51,76.89,20432.13,1573060.3
2019-04-21,LTCUSD,81.62,82.2,73.5,77.19,27240.95,2079461.96
2019-04-20,LTCUSD,82.47,82.99,79.75,81.62,8448.56,688467.05
2019-04-19,LTCUSD,81.9,83.55,80,82.47,12666.54,1034533.78
2019-04-18,LTCUSD,79.17,83.98,79.1,81.9,17677.33,1448333.8
2019-04-17,LTCUSD,80.92,82,78.7,79.17,12085.49,966388.44
2019-04-16,LTCUSD,78.23,81.78,77.27,80.92,15165.44,1206807.93
2019-04-15,LTCUSD,83.65,84.64,75.01,78.23,22746.41,1793063.12
2019-04-14,LTCUSD,78.01,83.8,76.5,83.65,10439.88,829643.54
2019-04-13,LTCUSD,78.97,81.56,76.41,78.01,12264.9,968556.34
2019-04-12,LTCUSD,79.46,80.9,75.72,78.97,18706.86,1464356.48
2019-04-11,LTCUSD,88.41,88.79,75.43,79.46,45775.97,3692794.99
2019-04-10,LTCUSD,86.94,92.58,86.6,88.41,26214.24,2335499.11
2019-04-09,LTCUSD,89.45,89.6,83.65,86.94,21055.82,1836303.92
2019-04-08,LTCUSD,92.05,94.21,86.6,89.45,36069.75,3229799.92
2019-04-07,LTCUSD,92.31,95.75,89.26,92.05,22159.31,2050409.73
2019-04-06,LTCUSD,88.88,97.7,85.44,92.31,42042.62,3874899.01
2019-04-05,LTCUSD,84.8,90.41,84.35,88.88,30809.03,2691782.06
2019-04-04,LTCUSD,85.46,90.32,80.46,84.8,35638.13,3023861.32
2019-04-03,LTCUSD,77.6,99.5,75.53,85.46,132090.07,11529355.06
2019-04-02,LTCUSD,60.36,79.06,60.18,77.6,77795.24,5387686.31
2019-04-01,LTCUSD,60.29,60.74,59.92,60.36,5670.44,342706.51
2019-03-19,LTCUSD,58.97,59.63,58.97,59.23,767.38,45389.32
2019-03-18,LTCUSD,60.28,62.16,57.8,58.97,17914.49,1071652.23
2019-03-17,LTCUSD,60.95,60.99,59.09,60.28,23205.92,1393334.07
2019-03-16,LTCUSD,58.18,62,58.17,60.95,37275.13,2270848.87
2019-03-15,LTCUSD,55.59,58.63,55.59,58.18,12530.16,717582.33
2019-03-14,LTCUSD,55.17,57.82,52.85,55.59,14340.73,792614.73
2019-03-13,LTCUSD,56.21,56.42,54.07,55.17,10756.46,594050.83
2019-03-12,LTCUSD,54.6,56.62,52.07,56.21,17854.03,973807.88
2019-03-11,LTCUSD,56.34,57.04,53.64,54.6,16974.06,935533.34
2019-03-10,LTCUSD,57.48,57.65,55.57,56.34,10627.27,601071.65
2019-03-09,LTCUSD,55.29,59,55.19,57.48,24269.03,1389110.17
2019-03-08,LTCUSD,56.4,57.29,54.09,55.29,23612.44,1317780.15
2019-03-07,LTCUSD,55.16,58.71,53.8,56.4,35494.88,1994471.39
2019-03-06,LTCUSD,52.42,56.39,51.17,55.16,23779.86,1285859.59
2019-03-05,LTCUSD,45.62,54.23,45.21,52.42,38851.43,1983756.57
2019-03-04,LTCUSD,47.58,47.86,44.65,45.62,18994.37,870146.32
2019-03-03,LTCUSD,48.28,48.73,46.88,47.58,8908.71,428586.26
2019-03-02,LTCUSD,46.83,49.1,46.25,48.28,8233.5,391880.81
2019-03-01,LTCUSD,45.35,48.86,45.29,46.83,19130.85,908720.59
2019-02-28,LTCUSD,44.94,46.44,44.44,45.35,14129.21,644915.84
2019-02-27,LTCUSD,44.72,45.34,42.33,44.94,17387.48,767792.15
2019-02-26,LTCUSD,45.31,45.73,44.07,44.72,16416.29,734495.67
2019-02-25,LTCUSD,43.54,46.74,43.48,45.31,32527.96,1475454.43
2019-02-24,LTCUSD,51.24,53.41,42.44,43.54,90629.11,4215889.81
2019-02-23,LTCUSD,49.01,51.83,47.8,51.24,37443.66,1869983.06
2019-02-22,LTCUSD,48.43,49.4,47.7,49.01,24300.65,1186095.12
2019-02-21,LTCUSD,51.13,51.16,47.45,48.43,28201.07,1385134.39
2019-02-20,LTCUSD,46.9,52.25,46.1,51.13,50721.34,2516958.7
2019-02-19,LTCUSD,47.4,48.89,46.44,46.9,23510.67,1117041.42
2019-02-18,LTCUSD,43.35,48.71,43.2,47.4,53129.13,2430834.45
2019-02-17,LTCUSD,42.96,45,42.01,43.35,21029.9,907680.56
2019-02-16,LTCUSD,42.12,44.04,41.75,42.96,22978.14,992320.65
2019-02-15,LTCUSD,40.96,44.37,40.72,42.12,24088.88,1010253.67
2019-02-14,LTCUSD,41.27,42,39.9,40.96,16086.57,661816.6
2019-02-13,LTCUSD,43.25,44.13,40.26,41.27,25775.62,1080139.54
2019-02-12,LTCUSD,42.37,44.05,41.52,43.25,19641.54,846772.56
2019-02-11,LTCUSD,46.43,46.51,37.5,42.37,47818.31,2080478.41
2019-02-10,LTCUSD,44.3,46.99,41.83,46.43,51366.1,2291005.02
2019-02-09,LTCUSD,42.52,46.09,41.81,44.3,55244.59,2410566.32
2019-02-08,LTCUSD,32.83,44.57,32.52,42.52,117159.85,4622858.29
2019-02-07,LTCUSD,32.42,33.16,32.39,32.83,7926.8,259907.57
2019-02-06,LTCUSD,33.94,34.14,30.58,32.42,33812.83,1090059.26
2019-02-05,LTCUSD,33.61,34.06,33.26,33.94,14454.55,488580.3
2019-02-04,LTCUSD,33.07,34.2,33.07,33.61,12381.59,417203.82
2019-02-03,LTCUSD,34.17,34.54,32.61,33.07,15921.59,534467.22
2019-02-02,LTCUSD,32.43,34.61,32.2,34.17,16893.47,560646.42
2019-02-01,LTCUSD,31.18,33.24,30.5,32.43,32110.3,1023849.85
2019-01-31,LTCUSD,31.54,32.21,30.9,31.18,13511.7,427197.01
2019-01-30,LTCUSD,30.67,31.75,30.4,31.54,9018.61,281616.47
2019-01-29,LTCUSD,30.88,31.16,29.92,30.67,11632.97,356464.35
2019-01-28,LTCUSD,32.01,32.2,29.89,30.88,11584.09,358603.82
2019-01-27,LTCUSD,32.7,32.96,31.21,32.01,8779.08,283628.6
2019-01-26,LTCUSD,32.7,33.93,32.56,32.7,12717.66,420793.1
2019-01-25,LTCUSD,32.43,32.96,31.88,32.7,18021.77,581857.75
2019-01-24,LTCUSD,31.66,33.06,31.04,32.43,12865.18,415810.42
2019-01-23,LTCUSD,31.5,32.21,31.26,31.66,10610.71,336361.46
2019-01-22,LTCUSD,30.91,32.49,29.39,31.5,25000.09,778450.95
2019-01-21,LTCUSD,30.57,31.24,30.47,30.91,7134.0,219486.14
2019-01-20,LTCUSD,32.2,33.03,30.31,30.57,15150.4,473633.66
2019-01-19,LTCUSD,30.85,33.12,30.85,32.2,14478.66,465581.81
2019-01-18,LTCUSD,31.64,31.69,30.57,30.85,12790.77,397870.96
2019-01-17,LTCUSD,31.37,31.68,29.91,31.64,16050.92,495607.45
2019-01-16,LTCUSD,31.05,32.17,30.78,31.37,10028.71,313191.41
2019-01-15,LTCUSD,32,32.45,30.35,31.05,18311.0,579215.58
2019-01-14,LTCUSD,29.81,32.82,29.77,32,13734.35,433538.05
2019-01-13,LTCUSD,32.01,32.83,29.61,29.81,19726.14,613187.27
2019-01-12,LTCUSD,31.7,32.35,31.5,32.01,11016.58,352015.2
2019-01-11,LTCUSD,33.37,33.64,31.01,31.7,32161.17,1042048.05
2019-01-10,LTCUSD,38.5,39.18,32,33.37,63060.25,2201151.83
2019-01-09,LTCUSD,39.12,39.97,38.41,38.5,14788.54,579159.66
2019-01-08,LTCUSD,37.61,41.19,37.52,39.12,46658.17,1850985.29
2019-01-07,LTCUSD,38.88,39.47,37.21,37.61,20233.81,771740.71
2019-01-06,LTCUSD,34.51,40.09,34.15,38.88,43965.12,1648375.34
2019-01-05,LTCUSD,32.11,36.11,32.06,34.51,31399.39,1081381.15
2019-01-04,LTCUSD,31.56,32.67,31.01,32.11,11650.74,371390.36
2019-01-03,LTCUSD,32.97,33.09,30.99,31.56,8158.3,260767.44
2019-01-02,LTCUSD,31.7,33.55,31.4,32.97,16409.6,529660.32
2019-01-01,LTCUSD,29.77,32.04,29.53,31.7,14137.37,433608.33
2018-12-31,LTCUSD,31.58,31.69,29.43,29.77,17166.98,522147.35
2018-12-30,LTCUSD,30.44,31.94,30.03,31.58,13804.83,431049.18
2018-12-29,LTCUSD,32.14,33.17,30.2,30.44,18009.79,574967.99
2018-12-28,LTCUSD,27.75,33.55,27.75,32.14,37454.57,1155087.08
2018-12-27,LTCUSD,30.54,31.07,27.47,27.75,30412.28,879570.59
2018-12-26,LTCUSD,30.71,31.88,28.92,30.54,30042.49,908122.19
2018-12-25,LTCUSD,32.97,33.02,29.74,30.71,36112.02,1108021.75
2018-12-24,LTCUSD,33.08,36.61,32.52,32.97,60842.92,2123350.31
2018-12-23,LTCUSD,31.65,33.84,31.45,33.08,26796.02,878636.8
2018-12-22,LTCUSD,30.28,31.65,29.78,31.65,21512.33,658068.42
2018-12-21,LTCUSD,32.45,33.04,29.57,30.28,30673.0,953767.37
2018-12-20,LTCUSD,29.02,33.1,28.7,32.45,40684.95,1277409.89
2018-12-19,LTCUSD,30,31.56,28.6,29.02,40912.69,1236672.18
2018-12-18,LTCUSD,28.87,30.21,27.65,30,17880.22,517433.71
2018-12-17,LTCUSD,25.2,30.32,25.18,28.87,50574.71,1433356.03
2018-12-16,LTCUSD,23.34,26.59,23.34,25.2,29791.68,765275.71
2018-12-15,LTCUSD,23.13,23.78,22.87,23.34,15955.77,371386.93
2018-12-14,LTCUSD,22.82,23.47,22.26,23.13,32420.94,741495.63
2018-12-13,LTCUSD,24.01,24.15,22.68,22.82,16342.78,382212.17
2018-12-12,LTCUSD,23.17,24.93,23.02,24.01,25167.11,609624.33
2018-12-11,LTCUSD,23.98,24.37,22.74,23.33,23054.57,540695.87
2018-12-10,LTCUSD,25.29,25.63,23.47,23.98,26343.78,641221.71
2018-12-09,LTCUSD,24.2,26.58,24.13,25.29,33204.49,832286.38
2018-12-08,LTCUSD,24.79,26.42,22.87,24.2,34675.38,846069.41
2018-12-07,LTCUSD,26.2,26.31,22.25,24.79,50108.6,1231535.49
2018-12-06,LTCUSD,28.7,30.14,25.8,26.2,25900.06,723623.46
2018-12-05,LTCUSD,30.69,30.98,28.64,28.7,13254.84,393930.94
2018-12-04,LTCUSD,30.48,31.88,29.5,30.69,13597.95,419450.0
2018-12-03,LTCUSD,33.32,33.44,29.55,30.48,26255.29,820205.75
