date,AdrActCnt,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2015-06-13,800,18813,813843989.2775655117822940011,0.0120107165631402,0.00009774946996577979263479610678,0.010001,0.00008139334934669146089,1454.06539,11.8339418319371227165971,5925.36265773,650.3816514967314,0.00003492697486849802,0.00813852108256089,,22.46651144230129,99999002401.242053,121064,5858,16876435.785873,137349.228441812472342524307,2895.16998734602,23.56240197961312889299614916,1000,8.13852108256089,16959905.785873,138028.550796573829830824307,0.06526400710618002,0.07515020415453165,0.0553096779215179
2015-06-14,1008,19372,813301734.812555030710606238,0.0118621252178511,0.00009647583474511618505368642768,0.011,0.00008946408528880185,2198.443253,17.88015588081663487149255,9097.47665519,669.9151724176935,0.00003497999999999994,0.00813309866261835,,23.710731749485586,99999000202.7988,185333,6677,10991949.085763,89398.60640898805026628755105,1677.82860352898,13.64594557146436103321690478,500,4.066549331309175,11202861.585763,91113.97858066754301066255105,0.06484564743226827,0.07509153163503027,0.05522428232965223
2015-06-15,2135,20000,879600684.2249130038324155532,0.0120735641446639,0.0001062002180809716671296325302,0.011,0.00009675704579802921,3264.933216,28.71866297345625409702176,1785.14182731,742.5799870307604,0.000037147089421391057,0.00879609507254811,,34.94599098520449,99998996937.865584,270420,7408,56017396.157702,492734.3423197379920525420432,8243.42145757316,72.50991886389663149057794473,400,3.518438029019244,61067266.157702,537153.4789437465162982420432,0.06333037080385723,0.07613652105842457,0.05612939870932803
2015-06-16,1569,19515,931507376.2006642356158862288,0.0120714054661995,0.0001124471668213293423699541634,0.011,0.00010246684518203397,5849.537518,54.48942320394593155140786,1732.87547679,808.8514294135341,0.00003704835768556392,0.00931516774382127,,48.737979240952676,99998991088.328066,484578,9095,57706968.808623,537550.0944397851121213468112,7170.2496216188,66.79207799045011210911527188,300,2.794550323146381,65213420.308623,607473.9493231439000447518112,0.06348240164961912,0.07600720317291962,0.05656395880274322
2015-06-17,1528,19632,976071500.8609012822463309365,0.0120266843170961,0.000117390227836295043780228387,0.011,0.00010736895325036969,4561.625148,44.52517429648388347281492,1277.17061741,867.1069429667126,0.00003936299064874338,0.00976081393185179,,81.18010760117323,99998986526.702918,379292,5484,78297280.851781,764245.189764176371817849538,16123.8552793182,157.3819512455311214302146496,300,2.928244179555537,88423222.351781,863082.620630492584028134538,0.06024874556366555,0.06961156525279061,0.05684581456700287
2015-06-18,1521,19863,1021128483.593190717353848881,0.0120624363733346,0.0001231742257774225191019011901,0.011,0.0001123252750619142,3098.140283,31.6363144971247001917926,1996.95077594,926.2474017433127,0.00004100753769725305,0.0102113886419922,,54.96982683027725,99998983428.562635,256842,1432,50075837.939093,511343.8427694963564457810746,37839.5301599811,386.3941484939522991394183474,4.008,0.0409272456771047376,54186207.189093,553316.4206433403540656310746,0.059000773659527744,0.06085134235732425,0.05709664339207841
2015-06-19,1703,19691,1131246928.993331372316945329,0.0117233010592559,0.0001326208352787508380878729574,0.011,0.0001244384308389376,2928.457158,33.1284194109613418032128,1022.55405901,1030.6277758438853,0.00004621088077147843,0.0113125846217216,,77.72293384968259,99998980500.105477,249798,1519,97793343.656904,1106295.475559827767656205926,67629.5521111942,765.0650311870150736678359347,20,0.226251692434432,102729289.656904,1162133.782373076012289805926,0.05951560389437155,0.06215928855481367,0.05847889988079194
2015-06-20,993,19344,1082506325.803674264150447367,0.0120183874470594,0.0001301011333540181872797730549,0.011,0.0001190769122062509,1997.744435,21.6259307906383006989765,2828.81829384,993.8075924249592,0.000044079579193453916,0.0108251738369319,,67.58309784319053,99998978502.361042,166224,943,35350089.017754,382670.8587682042882399889526,40296.1681312344,436.2130249828476403446557374,0.7,0.00757762168585233,37999286.547754,411348.8825588249004981959526,0.059553407466044234,0.06322103463147151,0.058735610689774724
2015-06-21,837,19244,1014760787.954162313766281871,0.0120874338790201,0.000122659795305895006744623283,0.011,0.0001116248297090355,2498.617632,25.355251607272139092176,4509.61341652,937.1701479835915,0.000041537867329047076,0.0101477117917305,,51.59247894442345,99998976003.74341,206712,376,22174622.693243,225021.6801813967290056270115,58975.113545859,598.4624551479585139687189995,872.48,8.85367558404902664,22174642.693243,225021.8831356325636156270115,0.05932926289028563,0.06484244903461878,0.05935975754385414
2015-06-22,1443,19114,1054833231.667351970030815604,0.0119228986382944,0.0001257679877902250623837755958,0.011,0.0001160328463456921,2318.550715,24.4570944416626868749865,3498.10110784,977.3728139047455,0.00004270314377556994,0.0105484405768811,,54.110679447661845,99998973685.192695,194462,985,28586644.75454,301544.523485674988908265194,30240.8093954721,318.9933809049251074742800673,80,0.843875246150488,29787197.25454,314208.480191351035716015194,0.059410008394633236,0.06498554064612258,0.05946943954455404
2015-06-23,1313,19533,1059062780.861750461290391521,0.0117293352371919,0.0001242223016474157723464803248,0.011,0.0001164981041541713,2250.753868,23.8371416854243565281444,2206.42316013,1025.218888556244,0.000043371816481589595,0.0105907367412883,,57.86719728024469,99998971434.438827,191891,1046,45321755.700061,479990.7832723284708095285863,43838.7043021616,464.2841763433763212896587893,5.333,0.0564803990412905039,45855284.700061,485641.2484551712762202285863,0.05901935757193566,0.06469277879104866,0.059420995181524286
2015-06-24,1379,19475,1089354682.903393391315435755,0.0125774992332092,0.0001370149888075804356180663279,0.011,0.0001198302499517486,1919.125143,20.9062950522159340977318,1383.17369243,1068.7824187010729,0.00004530500759789617,0.0108936590865226,,58.80807501014813,99998969515.313684,152584,1301,72296754.964739,787576.2016477269011131266014,56485.3919790461,615.3326035883263347261140919,5,0.054468295432613,73487494.964739,800547.7172684128218371266014,0.05901092983853827,0.0647241645079866,0.05947924305243034
2015-06-25,1299,19739,1104275366.594817022714613416,0.0119146844554981,0.0001315722837337361916997142313,0.011,0.0001214715443347923,1863.563881,20.5790893265099183560833,2087.10771208,1097.702370741859,0.000045566186440677963,0.0110428676667993,,64.55340490218809,99998967651.749803,156409,1571,47912700.94642,529093.616110245638322193506,30598.6377762062,337.8967077469710813032508157,0.18,0.001987716180023874,48070459.94642,530835.727870492229090893506,0.05892941419483692,0.06434103412307256,0.05938121186471401
2015-06-26,1313,18498,1139713645.615048875164764632,0.0120090975384544,0.000136870738479787814605413399,0.011,0.0001253697972271976,1560.690307,17.7875843020947973721512,625.53643072,1119.6657511001931,0.000046908458796025685,0.0113972542933816,,68.19977639439438,99998966091.059496,129959,1255,159861138.665571,1821978.049001050381561084894,159554.27957177,1818.480697876763747193197432,4.99,0.056872298923974184,200240620.862571,2282193.275835334513688460094,0.0589891418108339,0.0643840303334197,0.05946959986712512
2015-06-27,827,16338,1145990557.207121398912737161,0.0128584894438976,0.0001473586006904392787600583296,0.011,0.000126060266617406,1567.707033,17.965960596178409674218,5042.06515591,1143.6366854217665,0.00004556138398597295,0.011460024237946,,44.67220053230096,99998964523.352463,121920,611,19832937.780692,227285.947676405269772538632,35852.7655985139,410.8735627563658214375884494,19.780668,0.226686934722762827928,21906039.780692,251043.746844139598264538632,0.05898839706583619,0.05881595691091666,0.05938653518702823
2015-06-28,1030,18851,1163090132.667052523405972686,0.012070945751434,0.0001403974349530335712423735342,0.011,0.0001279412414143193,1578.276157,18.3569646201091917795391,11125.89849561,1190.5768843974442,0.000046700000000000085,0.0116310219467563,,24.94771357503645,99998962945.076306,130750,839,8987944.927286,104538.9847055004229670624018,10713.3610575518,124.6073375839092697996292263,0.484281,0.0056326829393970877203,8988509.927286,104545.5562329003402765624018,0.058993982933262835,0.05165756111404132,0.05926570583693346
2015-06-29,1450,19659,1159421342.041868935484106945,0.0114637243404309,0.0001329142488451782366252442996,0.011,0.0001275376739599798,2900.826662,33.6331531847793204383116,413.06872638,1170.5713829488752,0.000045175624196376546,0.0115943339963618,,42.07458261530012,99998960044.249644,253044,727,242087947.257108,2806848.516992529656361189674,444513.507832336,5153.838075702490540028395165,1000,11.5943339963618,323161320.194108,3746840.281035707468941796274,0.05894145180437567,0.044573217850307455,0.05911536448496237
2015-06-30,1726,19963,1067696567.390924550743073918,0.0117826079628752,0.0001258038130463149644234072304,0.011,0.000117447847528297,3158.551934,33.724102359512691734218,728.87623927,1075.9939081800183,0.00004046579777907645,0.010677077048027,,29.88827129690177,99998956885.69771,268069,1116,137196071.840727,1464853.029730089657273595629,143934.585493483,1536.800659189747326686508041,2000,21.354154096054,160630997.410727,1715069.535655757717623985629,0.05921249267057056,0.04777381183922412,0.06014952283270848
2015-07-01,1242,19967,1089511416.416914363048012721,0.0118516840908764,0.0001291268013387659001728475187,0.011,0.0001198475089139328,2471.111688,26.9233254595366843751424,2853.58596067,1110.2156450072287,0.00004222258679134989,0.0108952280830848,,47.580928580013826,99998954414.586022,208503,626,35043259.881762,381804.3091866122703602194176,56044.6483734217,610.6192268647169628236672602,84.1169755,0.9164736337317560860224,35083949.881762,382247.6360173129908722194176,0.05920448927595933,0.04245720151042015,0.060169001304546756
2015-07-02,1317,19692,1072671579.429318236524304707,0.011894986210407,0.0001275954731996697223986066927,0.011,0.0001179951099033971,2056.452796,22.0592157886516596539356,956.7596805,1092.4703397194494,0.00004210775160724712,0.0107268281730361,,30.751521518079844,99998952358.133226,172884,761,104518359.621733,1121150.484589924280266153561,153568.654145641,1647.30456578469895235855064,40,0.429073126921444,116865745.804833,1253598.774562158037383663471,0.05813298899227527,0.03896990633780191,0.0602269823025187
2015-07-03,1269,19658,1090919346.867565888269096679,0.0116706063709414,0.0001273182397356738093995734397,0.011,0.0001200023882717451,2434.161712,26.5550198981490703494192,1388.96183342,1111.6731721627386,0.00004259999999999976,0.0109093080247041,,36.78784969986354,99998949923.971514,208572,3987,71995462.739285,785420.6794039668758375705685,20040.5811387221,218.6288726363946358159046306,300,3.27279240741123,79901797.000085,871673.3152013052744497998485,0.05709644501268533,0.03835046903818729,0.06024682426630227
2015-07-04,573,19989,1049082961.037969270184229528,0.0112448344748597,0.0001179688841311562972387721052,0.011,0.0001154003403379497,2454.466245,25.7496581837281301052615,11768.08838697,1076.2770521251853,0.00004027089421390975,0.0104909400307227,,37.568093206629825,99998947469.505269,218275,6061,8497467.403479,89146.4209429191220568642733,1417.12793325837,14.867004163675560522916924,700,7.34365802150589,8589212.403479,90108.9122360377761683642733,0.05628699790942524,0.03808110345728885,0.060014633103984374
2015-07-05,1091,19646,973730802.6910020619654652334,0.011719964756174,0.0001141221122486690921039481828,0.011,0.00010711151960367914,3665.583057,35.69328831534269185893918,4152.59482803,1007.3213722102314,0.00003589134774985391,0.00973741087306174,,24.330474159342437,99998943803.922212,312764,8683,24081074.110324,234487.3128768744846684234038,2782.99033862997,27.09912038300124362517082435,700,6.816187611143218,24164705.110324,235301.6622855995110463634038,0.05651051997354721,0.04098407637499976,0.06085658579261424
2015-07-06,1396,20014,939043815.1269310837422400237,0.0116987541650316,0.0001098575913477400379507254636,0.011,0.00010329591405871518,3279.27778,30.7941814306849368293364,603.52485662,973.1932570429884,0.00003489117007597889,0.00939053764170138,,19.570878352158818,99998940524.644432,280310,9385,165691502.89005,1555932.294799087515669073269,17745.7831529089,166.6424446788612214816921443,500,4.69526882085069,166544174.89005,1563939.343311112314756433269,0.05651867820969413,0.04174435307130308,0.06106766061543381
2015-07-07,1194,19929,935299483.950697385479657934,0.0117297659992606,0.0001097096058513857347478078281,0.011,0.0001028840357464348,2411.311456,22.5532230940810676724608,1630.08634006,970.2381713455975,0.000035100000000000026,0.0093530941587668,,20.232161260631187,99998938113.332976,205572,8086,61345792.339818,573772.9719984728401494164424,7603.84607220109,71.11948828206589024839601581,400,3.74123766350672,61484699.339818,575072.1822487846600370164424,0.05641680084644804,0.041685984635121645,0.061031618121002176
2015-07-08,1337,20083,899950262.2474433603786302177,0.0115787470937792,0.0001042040744731334480584748054,0.011,0.00009899558302126658,2983.113665,26.8468251350347564005287,1209.87794511,933.6633007942611,0.00003326087200467567,0.00899959845647878,,13.112919400510384,99998935130.219311,257637,9055,82652085.307065,743835.5793542146252949565807,10066.8808070309,90.5978849725111427770806543,600,5.399759073887268,91155605.707665,820363.8484260902022659558487,0.056435785277448816,0.042343877859219066,0.061272188409672315
2015-07-09,1303,19839,859242222.615719059038656732,0.0118625678189023,0.0001019292799952222954274137271,0.011,0.00009451765394005539,3134.220906,26.93083699681771583054394,2462.29591378,893.4211584588733,0.00003186185213325541,0.00859251399455049,,7.216032025648087,99998931995.998405,264211,9687,40612069.181531,348959.7727899577818085550002,4202.54353066285,36.1104140999281649091174923,400,3.437005597820196,40710039.181531,349801.5813860038933138550002,0.05636533487519595,0.04332372490271123,0.06149895210795818
2015-07-10,1309,19713,848156641.9540968845540572498,0.0120752698269316,0.0001024183016259967228675422962,0.011,0.00009329823134662327,4611.907805,39.11662194001704720978385,814.96025973,874.5458400321149,0.00002970196668614845,0.00848165739514757,,6.980113963497489,99998927384.0906,381930,10675,122704053.590028,1040733.743546444721645340432,12702.0135414733,107.7341270873015902783687149,310,2.6293137924957467,135593994.555228,1150061.806656948907887574996,0.05631022239665246,0.04334856180721847,0.06153074004513618
2015-07-11,950,20088,851092788.9743924476425477309,0.0121447087333628,0.0001033638518387478766227681663,0.011,0.00009362121358273178,2776.632613,23.63197408204105763450374,1092.68509773,875.3594166905377,0.000028957175920514275,0.00851101941661198,,6.588317397970579,99998924607.457987,228629,8239,91516691.144748,778900.335277031879073930881,11116.7356650987,94.61475309499792914868630243,800,6.808815533289584,91590785.144748,779530.950749686327120050881,0.05622698280600052,0.04333950596019078,0.061293511931210944
2015-07-12,1059,19755,860900124.7171187454208042203,0.0118034698991275,0.0001016171830718512783620441645,0.011,0.00009470003510349019,3154.689793,27.15902128524747282442097,3877.35743726,889.2287693676277,0.000027639149035651717,0.00860909410031729,,8.434843778879745,99998921452.768194,267268,8293,25790483.098548,222032.6958880423677491382949,3119.52346539829,26.85627106176176618942522343,300,2.582728230095187,25870208.098548,222719.0559151901636943882949,0.053962488009578514,0.04334574442441494,0.06082002818529489
2015-07-13,1207,19994,847251636.1865266795302715953,0.0116791361000985,0.00009895274302491981842463036292,0.011,0.00009319868900790855,4115.412225,34.86827491791999712291125,1517.78108604,874.8512522456967,0.000028951411455289342,0.00847260809162805,,4.105008829958523,99998917337.355969,352373,10324,65884941.02159,558217.2844159602768932995995,6417.96057938687,54.3768647366630427230490937,600,5.08356485497683,66259025.02159,561386.7515413088643494995995,0.05394945970830069,0.04326872309790095,0.06085716783554874
2015-07-14,1337,20044,833788681.38972413433115897,0.0117920435531864,0.0000983217920459021448343301843,0.011,0.00009171775083994446,3154.513155,26.3022592337833725944883,975.66805282,861.1195714359698,0.000028977374634716496,0.00833797734908586,,2.5190729261552267,99998914182.842814,267512,9154,102492762.670162,854582.3335890435427633981093,11732.9357297533,97.82895235296319061975831834,530,4.4191279950155058,107403293.670162,895526.2298390274799550581093,0.05229780344572524,0.043383903438547054,0.06088257067213061
2015-07-15,1812,19853,841999987.1183087130919883771,0.0117241580389369,0.00009871848443396274430718686407,0.011,0.0000926210074247733,3397.684448,28.6088142259313428486944,930.20188857,870.0858075515565,0.000029448819988310928,0.0084200915840703,,-4.274663761323886,99998910785.158366,289802,9230,107502373.424102,905179.8297358639298092823706,12087.40058766,101.777019961442364514752498,400,3.36803663362812,111566707.424102,939401.8942441147084894823706,0.052208871113961206,0.040892866691547174,0.06086470017736808
2015-07-16,1375,19842,800259591.8261346609454410879,0.0121029869073571,0.00009685637319520702660394121416,0.011,0.00008802951811008201,4746.85198,37.9875538490262406482618,892.7490003,830.8744004143285,0.00002873157101110461,0.00800268346455291,,-14.089754638491907,99998906038.306386,392205,9859,112012341.660713,896399.3144340389673774568248,11385.8587747959,91.11742374679380408017000107,600,4.801610078731746,112253181.660713,898326.6807196418902218568248,0.052121351928705005,0.040295058505314466,0.06101458913866569
2015-07-17,1750,20067,812321251.2845416497413176067,0.0119998850648303,0.00009747868513806715602749781968,0.011,0.00008935631722518523,2305.381919,18.72731255267002551525967,1290.73654467,840.5012715820687,0.000029005086499123295,0.00812330156592593,,-16.776391573066245,99998903732.924467,192117,7142,77474294.925559,629347.0612878007571002578449,11151.3826554969,90.58604418763722336485274462,700,5.686311096148151,79643174.925559,646965.5275881061881586578449,0.05202309409229774,0.03929186611683572,0.05754674525671037
2015-07-18,866,19743,804939253.3603608787755700889,0.0131781728842896,0.0001060774508318569266797969745,0.011,0.00008854428981892417,1431.360426,11.52170839955297843935422,3002.24212605,837.0568176183881,0.00002902234132086496,0.00804948089262947,,-21.171535284362182,99998902301.564041,108616,17781,33308073.800485,268112.703627296261047811293,1890.57633431669,15.21815807913966111684980685,1100,8.854428981892417,33616337.800485,270594.068805181791987891293,0.05195040999262556,0.03808163482074356,0.05159409503948453
2015-07-19,1011,19954,809320152.9570939872071147171,0.0130715485481379,0.0001057918395634618416963286415,0.011,0.00008902619539777909,1497.698818,12.12131160166279844710142,3015.15661483,849.5885923548519,0.00002940000000000004,0.00809329049070719,,-28.457635798214998,99998900803.865223,114577,17557,33165408.493854,268417.2851837280468812286103,1902.4878107794,15.39738650766725786281108389,1200,9.711948588848628,33401978.493854,270331.9149151146468195286103,0.05193615545538248,0.03202673890226963,0.051353693967954944
2015-07-20,1248,19980,797141926.9205573062899517136,0.0125399251876497,0.00009996210223250161816767518242,0.011,0.00008768657771901808,2178.536123,17.36621609664798467000944,2018.60625369,843.5282081127442,0.00002855999999999998,0.00797150706536528,,-26.361394417804686,99998898625.3291,173728,20799,49538585.56732,394897.1848580938676518306496,2406.27556985047,19.18164270627888693872552968,500,3.98575353268264,50048125.57732,398958.9866478951630766834496,0.05188292154641831,0.031432920453885106,0.05139293573849458
2015-07-21,1378,19866,774600747.1902425683890434699,0.0118250789691709,0.00009159816248528022023574615796,0.011,0.00008520702398393603,3925.062987,30.40390327925169035715651,1389.14493152,832.336554430624,0.000027999369374634748,0.00774609308944873,,-23.666603383817826,99998894700.266113,331927,24875,71985933.527571,557609.7422354333620086459348,2902.52295588225,22.48321301052579774876329204,600,4.647655853669238,72200258.527571,559269.9236368294610658959348,0.051914414302267134,0.029936290843773774,0.05138195854691934
2015-07-22,1367,19897,769053902.5561929383400021472,0.0122978406918525,0.00009457807202955236940199580032,0.011,0.00008459686691293123,3053.074228,23.48004674012875074994004,2010.88852837,878.5172363473157,0.000027687583869082403,0.00769062426481193,,-27.092310860930606,99998891647.191885,248261,23321,49728709.590996,382444.8206382995847051613823,2143.88635097106,16.48782439177713964274377275,800,6.152499411849544,49997573.590996,384512.5526406339794526813823,0.05188978644832219,0.02855361490279611,0.05133000825368335
2015-07-23,1375,20120,762243442.3654193444605365191,0.0121200238444212,0.0000923851133113748825667921313,0.011,0.00008384771015882888,2588.243212,19.72893333275748095723296,2815.8888138,882.125838617633,0.000027536845704266523,0.00762251910534808,,-28.02654535230335,99998889058.948673,213551,21007,35512371.287149,270693.7286125078396792758239,1721.00472638401,13.1183914072564611166707962,700,5.335763373743656,36153146.287149,275578.0482922372556412758239,0.05188890741261582,0.028424038039505634,0.05126893833587572
2015-07-24,1281,19982,774463472.6075943035726839895,0.0121195593820747,0.00009386260589159915843133959473,0.011,0.00008519193084978664,2853.344224,22.09835489287692007966976,1944.30873384,897.4070469104162,0.00002676999999999997,0.00774472098634424,,-28.90615609656959,99998886205.604449,235433,21778,51431588.237476,398323.3007837959388062047382,2373.79273750923,18.38436243141927736166095734,900,6.970248887709816,51696458.237476,400374.6450314489376550047382,0.05191065262183385,0.02792407168494064,0.05123320083312921
2015-07-25,939,20037,795936284.3172565451571301121,0.0129269437665747,0.000102891383901110532524525796,0.011,0.00008755396815748,1954.67024,15.5581032683030717632,2901.93636961,928.9932641270218,0.00002749306253652834,0.00795945165068,,-27.92224003000306,99998884250.934209,151209,20838,34459364.891062,274277.64876354787427822216,1761.50901675122,14.0206458510682017999038296,600,4.775670990408,36706324.891062,292162.21824455980707822216,0.051961549982221675,0.02845569225327108,0.05123766103287871
2015-07-26,1112,20063,831647535.2002735078650901803,0.0128742435007486,0.0001070695255036400915567748101,0.011,0.00009148225140153341,1986.328407,16.51943588138012505841617,3274.12198989,983.6369823086455,0.000028353724722384573,0.00831656830923031,,-27.03007149660816,99998882264.605802,154287,20633,30542198.052952,254006.2764214162807317433751,1594.05479343537,13.25706557826126614116543006,700,5.821597816461217,32890132.552952,273533.0340762647940264383751,0.05197498765185862,0.029168986830669822,0.05150468151198527
2015-07-27,1487,19814,856569988.5847575186994686293,0.0119629150330573,0.0001024718895417860666319117091,0.011,0.00009422375581911798,4141.764554,35.47751018148855319164372,176.19404028,961.5158868074773,0.000029093129748684985,0.00856579598355618,,-25.254992435413538,99998878122.841248,346217,25037,567549719.411904,4861515.107006924208524144767,22712.7657232058,194.5529174072887175622340018,800,6.852636786844944,568659515.411904,4871021.393126290922863424767,0.05182603030080575,0.029943301883918565,0.04758403191614498
2015-07-28,915,19955,844557416.8495342681680051552,0.0122151837505694,0.0001031654002814131363971609044,0.011,0.00009290236039573665,2467.027371,20.83569690243533702344065,3561.87266498,960.9127477849663,0.000028589639976621834,0.00844566912688515,,-27.386697699074443,99998875655.813877,201964,19249,28074803.638825,237110.5023357871698578559488,1472.80449056185,12.43881941587602783326392153,1000,8.44566912688515,28350013.638825,239434.8349361972319893559488,0.05181168290392625,0.029590386765280467,0.04272266090284727
2015-07-29,1005,20128,841606129.1135789987988808184,0.0121066547106329,0.0001018914964618315423885035766,0.011,0.00009257771761639302,2723.88835,22.924669680443883290847,3467.01938168,971.0076061131449,0.00002903566218585622,0.00841615614694482,,-27.41147400458072,99998872931.925527,224991,19895,28842894.118328,242746.300629644791664766661,1461.24172497251,12.2980385257996421241349869,900,7.574540532250338,29071404.118328,244669.476470783152482966661,0.051802687600156355,0.02958746631532423,0.039169281736721726
2015-07-30,1538,19959,844810931.0923106375345760308,0.0123916791333813,0.0001046874431362850609932101676,0.011,0.00009293025280141438,3221.824183,27.21863052799094055345014,1885.91695546,983.1231527889406,0.000029310000000000002,0.00844820480012858,,-20.875303586109165,99998869710.101344,259999,22133,53024004.806028,447957.6519243266450723590802,2405.41964514652,20.32147779245041582526893954,800,6.758563840102864,53239153.006028,449775.2679803056688279150802,0.05176933039893962,0.026393942120655076,0.039161728175488054
2015-07-31,1330,19998,823130111.7551262275628110021,0.0120480306664018,0.0000991720926494581851804188539,0.011,0.00009054533884829829,3457.290832,28.45832453459591971075248,674.7453037,945.1719078997035,0.00002892295090590305,0.00823139444075439,,-24.449544534694944,99998866252.810512,286959,23156,148202389.412904,1219912.324319895250402960649,6435.91464039143,52.97655199208780597121409088,600,4.938836664452634,149030039.412904,1226725.037928785621286460649,0.051783384874045,0.02604812304428279,0.036690330632423926
2015-08-01,881,20093,813562827.4812881839734450654,0.011906998230802,0.0000968720133637541131748664656,0.011,0.0000894929289772408,3721.782344,30.2793820891218897524032,2840.02257675,946.3399975714941,0.000028883992402104045,0.0081357208161128,,-24.155391650968514,99998862531.028168,312571,21674,35210587.179736,286463.5070657326628184502208,1635.80198300895,13.30842824420451129298660956,700,5.69500457127896,35454372.179736,288446.8737648887217664502208,0.05178346713879959,0.026025719911343222,0.034105303501423795
2015-08-02,1094,20021,822390814.2319025826490927273,0.012285785788355,0.0001010383264350144310282211844,0.011,0.00009046402158815208,3341.070302,27.47696872069652632250256,2796.50026965,965.2125215901351,0.00002911944769140853,0.00822400196255928,,-24.61481567908753,99998859189.957866,271946,22976,35758573.054718,294078.574980320220094758683,1868.1194525121,15.36341804375467807614116729,800,6.579201570047424,42921912.540918,352989.892973307404527000619,0.051695226808133724,0.02583870250116955,0.03393168941247694
2015-08-03,1299,20067,815223287.2636716732086052539,0.0118809737403567,0.00009685757304398323176548373141,0.011,0.00008967558777314731,3508.237688,28.60029788357339884707448,2461.03965818,980.3707840050307,0.000028890000000000054,0.00815232616119521,,-22.291747571512783,99998855681.720178,295282,23121,40632768.898823,331251.5848956738278252422378,1878.37813670788,15.31315122450076273491542525,700,5.706628312836647,43429980.898823,354055.3694616830035797622378,0.05167794175522586,0.025223151763488903,0.03343143067379827
2015-08-04,1223,20377,826167753.4139182460751032306,0.0122015198636256,0.000100806178781745363444538736,0.011,0.00009087949525901983,2676.964652,22.11647239999978809791356,1370.3523423,1004.059997491113,0.000028959550817324462,0.00826177229627453,,-15.154321780438785,99998853004.755526,219396,20223,72973095.982464,602887.1027613032810574098419,3642.16960799407,30.09077596565847248076733204,600,4.957063377764718,73655595.982464,608525.7623535106477824098419,0.05048512679888374,0.02219989425075802,0.03330313280179641
2015-08-05,1241,19975,819780032.5620394919918058729,0.0122395741693374,0.0001003387385243839622791177787,0.011,0.00009017684018233902,2524.424412,20.69496515939265030437784,2804.45048235,1020.0374408196337,0.000029035655172413788,0.00819789456203082,,-12.7004770671946,99998850480.331114,206251,20979,35657199.551108,292313.9622972760691648611486,1904.29025935974,15.61117076173347237352734719,900,7.378105105827738,39950105.351108,327506.7514104066361216171486,0.05017104887218076,0.021433153606528987,0.03332081856999752
2015-08-06,1343,20027,786173074.4079001735662997226,0.0120491594962432,0.00009472833956091899793236843469,0.011,0.00008648003501779499,3154.385612,24.79921619867169822015308,1766.49764812,981.2127400820314,0.000028179000584453488,0.00786182136525409,,-15.944165301863404,99998847325.945502,261793,23469,56608536.916268,445046.2049840906416108745361,2422.29949790225,19.0436859456521638109932327,700,5.503274955677863,56848946.916268,446936.2654585113773877745361,0.05013972686074611,0.02248953377375557,0.033748045185623576
2015-08-07,1233,19988,810563672.8197138089958301306,0.0119834615309015,0.00009713470852332302910716505442,0.011,0.00008916303448726245,3048.26906,24.708447211203190039527,1531.20741171,1019.1550734917129,0.00002900199532437173,0.00810573040793295,,-9.932310345494772,99998844277.676442,254373,19971,65307184.064788,529362.4277304262869819599646,3637.91242625747,29.48793737491231018796719664,600,4.86343824475977,72652749.064788,588903.5973143742868487099646,0.05016405058560964,0.0225583975220118,0.03385405986578057
2015-08-08,928,20469,837884388.8488689357132504872,0.0122218989263183,0.0001024065701537369226753403578,0.011,0.00009216835112794067,3411.535313,28.58505314672299787944361,2632.38841854,1064.7700226652755,0.00003204793337229693,0.00837894101163097,,-2.485570382020581,99998840866.141129,279133,17698,37987874.495172,318298.1595522868014691106768,2164.93816788179,18.13988920250994426687806304,500,4.189470505815485,38315075.695172,321039.7591060216688102746768,0.050132580172627214,0.022016852287555868,0.03410821472252428
2015-08-09,1149,20156,881572512.7455837601126233063,0.0122677605158703,0.0001081504621635032926150824131,0.011,0.00009697410397435849,3622.277112,31.93337066209336301908008,1974.92235118,1126.2149610781612,0.000033099649912331976,0.00881582763403259,,3.939916732267479,99998837243.864017,295268,23009,50634313.386696,446383.3791847008970305364226,2212.09715270964,19.50146720802245453639856717,700,6.171079343822813,50898143.386696,448709.2589893877152502364226,0.05028340184904757,0.023812219058076248,0.03467801550537076
2015-08-10,1410,20202,857034757.011474562061474002,0.0119427949351822,0.0001023550969568549531433061699,0.011,0.00009427492246464061,3188.475449,27.32666143044410505394399,842.6655292,1202.1836992511144,0.00003234999999999999,0.00857044749678551,,0.6982486734496027,99998834055.388568,266979,22530,118669662.624537,1017052.112984844126497552059,5401.68866509263,46.29488909815779385487139179,700,5.999313247749857,121700045.624537,1043023.851381495490647882059,0.05031970514241819,0.024407964229125428,0.034885196754336316
