Created on 10-17-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XRP,Volume BTC
2019-01-21,XRPBTC,8.956e-05,9.071e-05,8.843e-05,9.009e-05,2304881.89,205.96
2019-01-20,XRPBTC,8.911e-05,8.998e-05,8.809e-05,8.956e-05,1125400.84,100.46
2019-01-19,XRPBTC,8.904e-05,9.021e-05,8.857e-05,8.911e-05,2268509.43,202.79
2019-01-18,XRPBTC,8.999e-05,9.0e-05,8.838e-05,8.904e-05,1895850.49,169.1
2019-01-17,XRPBTC,9.058e-05,9.087e-05,7.5e-05,8.999e-05,5174969.57,448.19
2019-01-16,XRPBTC,9.047e-05,9.136e-05,9.009e-05,9.058e-05,1676546.27,151.83
2019-01-15,XRPBTC,9.061e-05,9.105e-05,8.953e-05,9.047e-05,1308961.19,118.1
2019-01-14,XRPBTC,8.95e-05,9.143e-05,8.948e-05,9.061e-05,1817888.04,164.93
2019-01-13,XRPBTC,9.078e-05,9.179e-05,8.917e-05,8.95e-05,1828932.8,165.1
2019-01-12,XRPBTC,9.039e-05,9.123e-05,9.02e-05,9.078e-05,1100871.49,99.85
2019-01-11,XRPBTC,9.048e-05,9.174e-05,8.997e-05,9.039e-05,2239347.38,203.53
2019-01-10,XRPBTC,9.2e-05,9.5e-05,8.902e-05,9.048e-05,9276702.94,849.73
2019-01-09,XRPBTC,9.112e-05,9.3e-05,9.024e-05,9.2e-05,2943489.48,269.27
2019-01-08,XRPBTC,9.06e-05,9.118e-05,8.978e-05,9.112e-05,1756327.25,158.96
2019-01-07,XRPBTC,9.037e-05,9.29e-05,8.977e-05,9.06e-05,3237565.42,294.33
2019-01-06,XRPBTC,9.236e-05,9.326e-05,9.01e-05,9.037e-05,2714414.49,248.22
2019-01-05,XRPBTC,9.303e-05,9.399e-05,9.199e-05,9.236e-05,2849232.02,264.65
2019-01-04,XRPBTC,9.358e-05,9.435e-05,9.202e-05,9.303e-05,2395980.81,223.56
2019-01-03,XRPBTC,9.56e-05,9.56e-05,9.3e-05,9.358e-05,2323359.79,218.94
2019-01-02,XRPBTC,9.503e-05,9.725e-05,9.422e-05,9.56e-05,6254436.48,599.77
2019-01-01,XRPBTC,9.403e-05,9.62e-05,9.341e-05,9.503e-05,1834117.9,174.04
2018-12-31,XRPBTC,9.596e-05,9.7e-05,9.258e-05,9.403e-05,5584979.59,525.51
2018-12-30,XRPBTC,9.631e-05,9.652e-05,9.481e-05,9.596e-05,2050297.56,195.77
2018-12-29,XRPBTC,9.66e-05,9.792e-05,9.482e-05,9.631e-05,4391303.4,421.59
2018-12-28,XRPBTC,9.357e-05,9.82e-05,9.253e-05,9.66e-05,8619611.61,822.92
2018-12-27,XRPBTC,9.856e-05,9.877e-05,9.219e-05,9.357e-05,4706211.92,449.41
2018-12-26,XRPBTC,0.0001003,0.0001016,9.633e-05,9.856e-05,5294557.95,522.97
2018-12-25,XRPBTC,9.993e-05,0.0001019,9.727e-05,0.0001003,8879626.95,882.62
2018-12-24,XRPBTC,9.335e-05,0.0001073,9.079e-05,9.993e-05,23034688.87,2324.0
2018-12-23,XRPBTC,9.036e-05,9.405e-05,9.021e-05,9.335e-05,3464733.13,320.07
2018-12-22,XRPBTC,9.23e-05,9.267e-05,9.033e-05,9.036e-05,2337134.28,213.12
2018-12-21,XRPBTC,9.205e-05,9.403e-05,9.065e-05,9.23e-05,7602015.64,698.85
2018-12-20,XRPBTC,9.436e-05,9.6e-05,9.083e-05,9.205e-05,9960656.85,932.12
2018-12-19,XRPBTC,9.569e-05,0.0001004,9.361e-05,9.436e-05,13648740.51,1333.1
2018-12-18,XRPBTC,9.319e-05,9.671e-05,9.302e-05,9.569e-05,8592095.54,813.62
2018-12-17,XRPBTC,8.885e-05,9.504e-05,8.804e-05,9.319e-05,9711540.3,883.05
2018-12-16,XRPBTC,8.85e-05,9.032e-05,8.84e-05,8.885e-05,2491460.5,221.77
2018-12-15,XRPBTC,8.948e-05,8.975e-05,8.792e-05,8.85e-05,3566015.09,316.28
2018-12-14,XRPBTC,9.065e-05,9.117e-05,8.855e-05,8.948e-05,3746733.29,337.13
2018-12-13,XRPBTC,8.832e-05,9.071e-05,8.832e-05,9.065e-05,3893791.52,348.69
2018-12-12,XRPBTC,8.845e-05,8.95e-05,8.814e-05,8.832e-05,4555133.69,405.21
2018-12-11,XRPBTC,8.72e-05,9.0e-05,8.712e-05,8.834e-05,3798899.46,336.09
2018-12-10,XRPBTC,8.71e-05,8.756e-05,8.552e-05,8.72e-05,3087517.42,267.74
2018-12-09,XRPBTC,8.858e-05,8.891e-05,8.681e-05,8.71e-05,3868271.15,339.43
2018-12-08,XRPBTC,8.857e-05,9.25e-05,8.749e-05,8.858e-05,7603735.95,682.72
2018-12-07,XRPBTC,8.821e-05,9.058e-05,8.713e-05,8.857e-05,12240059.95,1082.39
2018-12-06,XRPBTC,9.013e-05,9.045e-05,8.616e-05,8.821e-05,7368170.27,653.94
2018-12-05,XRPBTC,8.908e-05,9.137e-05,8.813e-05,9.013e-05,6277140.25,564.28
2018-12-04,XRPBTC,8.964e-05,9.059e-05,8.85e-05,8.908e-05,4233334.67,379.07
2018-12-03,XRPBTC,8.883e-05,9.09e-05,8.864e-05,8.964e-05,4336623.53,390.42
2018-12-02,XRPBTC,8.88e-05,8.976e-05,8.774e-05,8.883e-05,3447471.38,305.39
2018-12-01,XRPBTC,9.035e-05,9.085e-05,8.761e-05,8.88e-05,2591138.21,230.79
2018-11-30,XRPBTC,8.889e-05,9.131e-05,8.752e-05,9.051e-05,5229364.68,467.78
2018-11-29,XRPBTC,9.186e-05,9.22e-05,8.673e-05,8.889e-05,6788780.96,604.55
2018-11-28,XRPBTC,9.435e-05,9.542e-05,9.134e-05,9.186e-05,7869943.28,730.21
2018-11-27,XRPBTC,9.411e-05,9.55e-05,9.211e-05,9.435e-05,5917726.96,554.66
2018-11-26,XRPBTC,9.357e-05,9.664e-05,9.174e-05,9.411e-05,17915578.88,1680.78
2018-11-25,XRPBTC,9.667e-05,9.675e-05,8.889e-05,9.357e-05,23156542.75,2116.25
2018-11-24,XRPBTC,9.38e-05,9.795e-05,9.273e-05,9.667e-05,11118844.72,1059.32
2018-11-23,XRPBTC,9.782e-05,9.787e-05,9.243e-05,9.38e-05,10704181.94,1012.4
2018-11-22,XRPBTC,9.725e-05,9.831e-05,9.63e-05,9.782e-05,4115567.05,399.49
2018-11-21,XRPBTC,9.727e-05,9.853e-05,9.44e-05,9.725e-05,10902870.31,1054.18
2018-11-20,XRPBTC,9.8e-05,0.000112,9.012e-05,9.727e-05,46664706.85,4635.05
2018-11-19,XRPBTC,9.122e-05,0.000101,8.728e-05,9.8e-05,30162502.17,2854.03
2018-11-18,XRPBTC,8.852e-05,9.359e-05,8.785e-05,9.122e-05,20136698.04,1831.43
2018-11-17,XRPBTC,8.448e-05,8.985e-05,8.401e-05,8.852e-05,14584809.07,1272.26
2018-11-16,XRPBTC,8.495e-05,8.59e-05,8.331e-05,8.448e-05,10394131.84,878.22
2018-11-15,XRPBTC,8.191e-05,8.6e-05,7.884e-05,8.495e-05,17928286.33,1476.56
2018-11-14,XRPBTC,8.02e-05,8.261e-05,7.156e-05,8.191e-05,21223889.27,1658.25
2018-11-13,XRPBTC,8.116e-05,8.278e-05,7.919e-05,8.02e-05,7531568.85,610.73
2018-11-12,XRPBTC,7.91e-05,8.281e-05,7.817e-05,8.116e-05,8572114.27,689.58
2018-11-11,XRPBTC,7.907e-05,7.954e-05,7.804e-05,7.91e-05,4047980.03,319.11
2018-11-10,XRPBTC,7.863e-05,8.002e-05,7.816e-05,7.907e-05,2833328.3,224.57
2018-11-09,XRPBTC,7.663e-05,8.035e-05,7.657e-05,7.863e-05,5060392.77,397.67
2018-11-08,XRPBTC,8.222e-05,8.28e-05,7.616e-05,7.663e-05,13663031.47,1073.01
2018-11-07,XRPBTC,8.517e-05,8.527e-05,8.021e-05,8.222e-05,10448688.77,854.78
2018-11-06,XRPBTC,7.789e-05,8.721e-05,7.747e-05,8.517e-05,30767597.96,2539.45
2018-11-05,XRPBTC,7.254e-05,7.833e-05,7.173e-05,7.789e-05,10590919.43,796.59
2018-11-04,XRPBTC,7.161e-05,7.371e-05,7.06e-05,7.254e-05,6848414.83,493.13
2018-11-03,XRPBTC,7.189e-05,7.203e-05,7.132e-05,7.161e-05,1563511.96,112.11
2018-11-02,XRPBTC,7.192e-05,7.255e-05,7.163e-05,7.189e-05,2614307.41,188.48
2018-11-01,XRPBTC,7.127e-05,7.2e-05,7.087e-05,7.192e-05,2845592.3,203.35
2018-10-31,XRPBTC,7.062e-05,7.189e-05,6.997e-05,7.127e-05,4079525.76,288.46
2018-10-30,XRPBTC,6.998e-05,7.111e-05,6.998e-05,7.062e-05,3266007.48,230.33
2018-10-29,XRPBTC,7.167e-05,7.176e-05,6.889e-05,6.998e-05,5736567.03,401.82
2018-10-28,XRPBTC,7.069e-05,7.2e-05,7.063e-05,7.167e-05,2944377.74,209.56
2018-10-27,XRPBTC,7.128e-05,7.147e-05,7.03e-05,7.069e-05,1942931.23,137.54
2018-10-26,XRPBTC,7.11e-05,7.172e-05,7.018e-05,7.128e-05,2381559.12,169.28
2018-10-25,XRPBTC,7.058e-05,7.211e-05,6.998e-05,7.11e-05,4888366.67,346.48
2018-10-24,XRPBTC,7.174e-05,7.25e-05,7.013e-05,7.058e-05,4473034.39,318.92
2018-10-23,XRPBTC,7.015e-05,7.416e-05,6.795e-05,7.174e-05,10458876.24,735.25
2018-10-22,XRPBTC,7.047e-05,7.06e-05,6.951e-05,7.015e-05,2999705.76,210.37
2018-10-21,XRPBTC,7.107e-05,7.142e-05,7.017e-05,7.047e-05,2194728.08,155.49
2018-10-20,XRPBTC,7.05e-05,7.201e-05,7.006e-05,7.107e-05,4583383.09,326.58
2018-10-19,XRPBTC,7.075e-05,7.118e-05,6.966e-05,7.05e-05,5790040.65,407.39
2018-10-18,XRPBTC,7.187e-05,7.294e-05,6.896e-05,7.075e-05,10443459.48,741.47
2018-10-17,XRPBTC,7.177e-05,7.542e-05,7.051e-05,7.187e-05,14280843.33,1030.64
2018-10-16,XRPBTC,6.818e-05,6.818e-05,6.813e-05,6.813e-05,0.0,0.0
2018-10-15,XRPBTC,6.477e-05,6.9e-05,6.324e-05,6.818e-05,18135648.86,1214.86
2018-10-14,XRPBTC,6.67e-05,6.746e-05,6.362e-05,6.477e-05,6493590.49,428.99
2018-10-13,XRPBTC,6.68e-05,6.815e-05,6.596e-05,6.67e-05,7753367.4,518.53
2018-10-12,XRPBTC,6.125e-05,7.055e-05,6.083e-05,6.68e-05,25575265.29,1713.03
2018-10-11,XRPBTC,7.032e-05,7.052e-05,6.086e-05,6.125e-05,35989972.65,2367.19
2018-10-10,XRPBTC,7.232e-05,7.245e-05,6.997e-05,7.032e-05,4830752.55,343.14
2018-10-09,XRPBTC,7.384e-05,7.384e-05,7.099e-05,7.232e-05,5804991.27,419.84
2018-10-08,XRPBTC,7.305e-05,7.497e-05,7.273e-05,7.384e-05,8497529.13,628.06
2018-10-07,XRPBTC,7.425e-05,7.454e-05,7.149e-05,7.305e-05,8442769.61,612.72
2018-10-06,XRPBTC,7.846e-05,7.929e-05,7.101e-05,7.425e-05,17330373.53,1289.1
2018-10-05,XRPBTC,8.018e-05,8.044e-05,7.73e-05,7.846e-05,12368271.11,976.67
2018-10-04,XRPBTC,8.13e-05,8.32e-05,8.009e-05,8.018e-05,7366008.39,601.44
2018-10-03,XRPBTC,7.934e-05,8.264e-05,7.776e-05,8.13e-05,13466146.87,1084.16
2018-10-02,XRPBTC,8.76e-05,8.76e-05,7.902e-05,7.934e-05,16269285.65,1361.54
2018-10-01,XRPBTC,8.776e-05,9.1e-05,8.11e-05,8.76e-05,32519052.29,2803.88
2018-09-30,XRPBTC,8.633e-05,9.341e-05,8.523e-05,8.776e-05,26656438.58,2374.83
2018-09-29,XRPBTC,8.151e-05,9.075e-05,8.069e-05,8.633e-05,23963023.46,2058.27
2018-09-28,XRPBTC,8.123e-05,8.251e-05,7.791e-05,8.151e-05,22242140.99,1779.27
2018-09-27,XRPBTC,7.922e-05,8.304e-05,7.796e-05,8.123e-05,18360260.87,1486.13
2018-09-26,XRPBTC,8.143e-05,8.75e-05,7.543e-05,7.922e-05,60031166.19,4880.62
2018-09-25,XRPBTC,7.464e-05,8.5e-05,6.834e-05,8.143e-05,52512745.59,3898.19
2018-09-24,XRPBTC,8.535e-05,8.68e-05,7.333e-05,7.464e-05,31176721.73,2465.35
2018-09-23,XRPBTC,8.545e-05,8.936e-05,8.28e-05,8.535e-05,22548887.17,1933.4
2018-09-22,XRPBTC,8.343e-05,9.3e-05,7.231e-05,8.545e-05,62282277.28,5178.38
2018-09-21,XRPBTC,6.901e-05,0.0001146,6.574e-05,8.343e-05,128550833.61,10691.9
2018-09-20,XRPBTC,5.108e-05,7.563e-05,5.036e-05,6.901e-05,59552332.66,3769.06
2018-09-19,XRPBTC,5.035e-05,5.28e-05,4.961e-05,5.108e-05,12737736.14,652.13
2018-09-18,XRPBTC,4.336e-05,5.255e-05,4.314e-05,5.035e-05,26689012.39,1319.96
2018-09-17,XRPBTC,4.333e-05,4.369e-05,4.263e-05,4.336e-05,3834805.98,165.81
2018-09-16,XRPBTC,4.309e-05,4.344e-05,4.262e-05,4.333e-05,1802294.79,77.54
2018-09-15,XRPBTC,4.247e-05,4.345e-05,4.247e-05,4.309e-05,2439350.56,105.0
2018-09-14,XRPBTC,4.311e-05,4.366e-05,4.23e-05,4.247e-05,4915756.58,211.54
2018-09-13,XRPBTC,4.253e-05,4.402e-05,4.19e-05,4.311e-05,7404121.93,318.36
2018-09-12,XRPBTC,4.178e-05,4.332e-05,4.071e-05,4.253e-05,7172009.6,299.48
2018-09-11,XRPBTC,4.268e-05,4.335e-05,4.068e-05,4.178e-05,11665555.97,488.07
2018-09-10,XRPBTC,4.417e-05,4.455e-05,4.165e-05,4.268e-05,6193739.85,266.03
2018-09-09,XRPBTC,4.476e-05,4.534e-05,4.378e-05,4.417e-05,4981873.75,221.4
2018-09-08,XRPBTC,4.482e-05,4.558e-05,4.387e-05,4.476e-05,8805163.56,394.72
2018-09-07,XRPBTC,4.629e-05,4.673e-05,4.444e-05,4.482e-05,6681874.12,304.14
2018-09-06,XRPBTC,4.162e-05,4.713e-05,4.153e-05,4.629e-05,13472582.96,603.3
2018-09-05,XRPBTC,4.488e-05,4.53e-05,4.1e-05,4.162e-05,21512887.52,916.89
2018-09-04,XRPBTC,4.611e-05,4.646e-05,4.462e-05,4.488e-05,3869299.76,176.47
2018-09-03,XRPBTC,4.688e-05,4.7e-05,4.6e-05,4.611e-05,3870835.0,179.96
2018-09-02,XRPBTC,4.814e-05,4.828e-05,4.651e-05,4.688e-05,2878341.9,135.83
2018-09-01,XRPBTC,4.77e-05,4.892e-05,4.695e-05,4.814e-05,4561180.96,219.54
2018-08-31,XRPBTC,4.795e-05,4.812e-05,4.721e-05,4.77e-05,2893279.7,137.9
2018-08-30,XRPBTC,4.895e-05,4.915e-05,4.723e-05,4.795e-05,5782386.07,275.87
2018-08-29,XRPBTC,4.958e-05,4.989e-05,4.828e-05,4.895e-05,3523396.05,173.32
2018-08-28,XRPBTC,4.914e-05,5.027e-05,4.861e-05,4.958e-05,5130276.66,254.31
2018-08-27,XRPBTC,4.811e-05,4.978e-05,4.8e-05,4.914e-05,9851122.5,481.52
2018-08-26,XRPBTC,4.862e-05,4.882e-05,4.802e-05,4.811e-05,2950039.81,142.76
2018-08-25,XRPBTC,4.889e-05,4.9e-05,4.815e-05,4.862e-05,2462625.1,119.77
2018-08-24,XRPBTC,4.997e-05,5.015e-05,4.823e-05,4.889e-05,4607502.15,226.06
2018-08-23,XRPBTC,5.001e-05,5.069e-05,4.912e-05,4.997e-05,4450631.65,221.97
2018-08-22,XRPBTC,5.153e-05,5.198e-05,4.911e-05,5.001e-05,10722256.88,541.36
2018-08-21,XRPBTC,5.029e-05,5.243e-05,5.003e-05,5.153e-05,5367378.91,274.81
2018-08-20,XRPBTC,5.273e-05,5.396e-05,5.003e-05,5.029e-05,8332785.94,431.82
2018-08-19,XRPBTC,5.133e-05,5.466e-05,5.0e-05,5.273e-05,7525796.65,397.96
2018-08-18,XRPBTC,5.568e-05,5.667e-05,4.96e-05,5.133e-05,16649868.62,874.3
2018-08-17,XRPBTC,4.619e-05,5.726e-05,4.615e-05,5.568e-05,24703379.96,1280.59
2018-08-16,XRPBTC,4.463e-05,4.7e-05,4.412e-05,4.619e-05,8328811.05,380.18
2018-08-15,XRPBTC,4.413e-05,4.749e-05,4.409e-05,4.463e-05,13443152.15,611.3
2018-08-14,XRPBTC,4.381e-05,4.437e-05,4.162e-05,4.413e-05,16695205.05,718.03
2018-08-13,XRPBTC,4.686e-05,4.758e-05,4.335e-05,4.381e-05,8551606.69,391.43
2018-08-12,XRPBTC,4.833e-05,4.833e-05,4.833e-05,4.833e-05,0.0,0.0
2018-08-11,XRPBTC,5.186e-05,5.2e-05,4.734e-05,4.833e-05,12598171.39,620.17
2018-08-10,XRPBTC,5.271e-05,5.282e-05,5.134e-05,5.186e-05,6947402.13,362.12
2018-08-09,XRPBTC,5.277e-05,5.61e-05,5.236e-05,5.271e-05,8401305.19,454.2
2018-08-08,XRPBTC,5.639e-05,5.64e-05,5.143e-05,5.277e-05,20755611.65,1106.76
2018-08-07,XRPBTC,5.946e-05,5.955e-05,5.591e-05,5.639e-05,9025577.81,518.43
2018-08-06,XRPBTC,6.176e-05,6.187e-05,5.861e-05,5.946e-05,4398169.59,266.26
2018-08-05,XRPBTC,6.135e-05,6.236e-05,6.087e-05,6.176e-05,4081475.57,251.1
2018-08-04,XRPBTC,5.939e-05,6.189e-05,5.891e-05,6.135e-05,5618481.34,341.1
2018-08-03,XRPBTC,5.701e-05,6.087e-05,5.701e-05,5.939e-05,7145339.4,424.06
2018-08-02,XRPBTC,5.863e-05,5.884e-05,5.69e-05,5.701e-05,3536073.85,203.76
2018-08-01,XRPBTC,5.631e-05,6.059e-05,5.601e-05,5.863e-05,7520893.43,440.58
2018-07-31,XRPBTC,5.453e-05,5.689e-05,5.383e-05,5.631e-05,5055634.99,279.76
2018-07-30,XRPBTC,5.512e-05,5.626e-05,5.419e-05,5.453e-05,5624889.61,310.98
2018-07-29,XRPBTC,5.546e-05,5.565e-05,5.484e-05,5.512e-05,3195957.32,176.2
2018-07-28,XRPBTC,5.557e-05,5.579e-05,5.509e-05,5.546e-05,1940705.05,107.56
2018-07-27,XRPBTC,5.66e-05,5.724e-05,5.546e-05,5.557e-05,4024059.86,227.03
2018-07-26,XRPBTC,5.621e-05,5.699e-05,5.565e-05,5.66e-05,3922640.53,220.62
2018-07-25,XRPBTC,5.462e-05,5.77e-05,5.423e-05,5.621e-05,8201718.95,459.27
2018-07-24,XRPBTC,5.761e-05,5.796e-05,5.376e-05,5.462e-05,10729705.08,600.61
2018-07-23,XRPBTC,6.06e-05,6.065e-05,5.702e-05,5.761e-05,5655366.85,332.15
2018-07-22,XRPBTC,6.133e-05,6.155e-05,6.06e-05,6.06e-05,3007198.97,183.43
2018-07-21,XRPBTC,6.061e-05,6.245e-05,6.011e-05,6.133e-05,7204465.16,441.12
2018-07-20,XRPBTC,6.394e-05,6.407e-05,5.113e-05,6.061e-05,29886576.18,1788.26
2018-07-19,XRPBTC,6.623e-05,6.627e-05,6.319e-05,6.394e-05,9798770.59,635.39
2018-07-18,XRPBTC,6.928e-05,6.99e-05,6.477e-05,6.623e-05,13010580.93,878.66
2018-07-17,XRPBTC,7.158e-05,7.158e-05,6.85e-05,6.928e-05,5539424.17,390.3
2018-07-16,XRPBTC,7.029e-05,7.158e-05,6.968e-05,7.158e-05,11560307.19,816.41
2018-07-15,XRPBTC,7.013e-05,7.03e-05,6.951e-05,7.029e-05,4967035.45,348.32
2018-07-14,XRPBTC,7.04e-05,7.05e-05,6.973e-05,7.013e-05,1612767.29,113.02
2018-07-13,XRPBTC,6.988e-05,7.122e-05,6.988e-05,7.04e-05,6716659.52,473.28
2018-07-12,XRPBTC,7.039e-05,7.04e-05,6.977e-05,6.988e-05,3786106.47,265.85
2018-07-11,XRPBTC,7.023e-05,7.04e-05,6.964e-05,7.039e-05,13036755.99,914.92
2018-07-10,XRPBTC,7.084e-05,7.107e-05,6.951e-05,7.023e-05,16617050.47,1161.5
2018-07-09,XRPBTC,7.138e-05,7.143e-05,7.031e-05,7.084e-05,2927076.59,207.69
2018-07-08,XRPBTC,7.19e-05,7.22e-05,7.097e-05,7.138e-05,3981853.07,286.07
2018-07-07,XRPBTC,7.211e-05,7.22e-05,7.08e-05,7.19e-05,1847847.3,132.01
2018-07-06,XRPBTC,7.285e-05,7.298e-05,7.098e-05,7.211e-05,2771299.14,198.89
2018-07-05,XRPBTC,7.458e-05,7.511e-05,7.125e-05,7.285e-05,3474940.64,254.64
2018-07-04,XRPBTC,7.431e-05,7.562e-05,7.36e-05,7.458e-05,5714135.79,424.51
2018-07-03,XRPBTC,7.397e-05,7.808e-05,7.38e-05,7.431e-05,13267587.81,1006.74
2018-07-02,XRPBTC,7.255e-05,7.459e-05,7.169e-05,7.397e-05,9764085.63,714.31
2018-07-01,XRPBTC,7.319e-05,7.319e-05,7.053e-05,7.255e-05,8898086.52,640.77
2018-06-30,XRPBTC,7.329e-05,7.526e-05,7.223e-05,7.319e-05,5205134.66,382.32
2018-06-29,XRPBTC,7.604e-05,7.605e-05,7.201e-05,7.329e-05,13217591.8,971.06
2018-06-28,XRPBTC,7.677e-05,7.684e-05,7.472e-05,7.604e-05,7611113.25,574.9
2018-06-27,XRPBTC,7.463e-05,7.698e-05,7.405e-05,7.677e-05,3690370.55,279.11
2018-06-26,XRPBTC,7.684e-05,7.75e-05,7.445e-05,7.463e-05,4577103.53,347.01
2018-06-25,XRPBTC,7.736e-05,7.861e-05,7.516e-05,7.684e-05,4515758.66,346.63
2018-06-24,XRPBTC,7.954e-05,8.015e-05,7.587e-05,7.736e-05,5869434.27,455.48
2018-06-23,XRPBTC,7.968e-05,8.04e-05,7.87e-05,7.954e-05,2087150.43,165.65
2018-06-22,XRPBTC,7.945e-05,8.079e-05,7.834e-05,7.968e-05,6942414.08,552.92
2018-06-21,XRPBTC,7.977e-05,8.09e-05,7.9e-05,7.945e-05,1952951.76,156.08
2018-06-20,XRPBTC,8.135e-05,8.175e-05,7.943e-05,7.977e-05,2176510.25,174.58
2018-06-19,XRPBTC,8.029e-05,8.225e-05,8.0e-05,8.135e-05,3167022.75,256.36
2018-06-18,XRPBTC,8.151e-05,8.179e-05,7.932e-05,8.029e-05,3676923.79,295.97
2018-06-17,XRPBTC,8.225e-05,8.26e-05,8.064e-05,8.151e-05,2119177.26,172.79
2018-06-16,XRPBTC,8.334e-05,8.362e-05,8.158e-05,8.225e-05,2276974.16,187.26
2018-06-15,XRPBTC,8.403e-05,8.426e-05,8.258e-05,8.334e-05,1844250.1,153.71
2018-06-14,XRPBTC,8.413e-05,8.539e-05,8.237e-05,8.403e-05,5262197.65,442.24
2018-06-13,XRPBTC,8.502e-05,8.521e-05,8.131e-05,8.413e-05,8701724.63,719.71
2018-06-12,XRPBTC,8.701e-05,8.71e-05,8.374e-05,8.502e-05,4137572.3,352.93
2018-06-11,XRPBTC,8.593e-05,8.718e-05,8.4e-05,8.701e-05,4534444.61,387.66
2018-06-10,XRPBTC,8.778e-05,8.823e-05,8.264e-05,8.593e-05,9600254.22,823.25
2018-06-09,XRPBTC,8.859e-05,8.859e-05,8.701e-05,8.778e-05,1438737.6,126.39
2018-06-08,XRPBTC,8.814e-05,8.865e-05,8.677e-05,8.859e-05,3593184.8,315.41
2018-06-07,XRPBTC,8.8e-05,8.898e-05,8.744e-05,8.814e-05,3274280.2,288.77
2018-06-06,XRPBTC,8.825e-05,8.882e-05,8.713e-05,8.8e-05,4365149.3,384.24
2018-06-05,XRPBTC,8.747e-05,8.952e-05,8.555e-05,8.825e-05,5657999.42,497.18
2018-06-04,XRPBTC,8.935e-05,9.114e-05,8.514e-05,8.747e-05,8383247.56,740.52
2018-06-03,XRPBTC,8.408e-05,8.947e-05,8.345e-05,8.935e-05,5251791.43,450.56
2018-06-02,XRPBTC,8.278e-05,8.492e-05,8.22e-05,8.408e-05,3624331.36,303.96
2018-06-01,XRPBTC,8.153e-05,8.3e-05,8.077e-05,8.278e-05,3722738.05,304.82
2018-05-31,XRPBTC,8.131e-05,8.191e-05,8.018e-05,8.153e-05,3055017.48,248.09
2018-05-30,XRPBTC,8.009e-05,8.285e-05,7.984e-05,8.131e-05,4536512.6,368.85
2018-05-29,XRPBTC,7.7e-05,8.119e-05,7.685e-05,8.009e-05,5524860.55,437.78
2018-05-28,XRPBTC,8.21e-05,8.245e-05,7.68e-05,7.7e-05,7707196.62,613.31
2018-05-27,XRPBTC,8.298e-05,8.308e-05,8.193e-05,8.21e-05,2573297.97,212.05
2018-05-26,XRPBTC,8.118e-05,8.315e-05,8.011e-05,8.298e-05,2373748.85,194.26
2018-05-25,XRPBTC,8.298e-05,8.334e-05,8.023e-05,8.118e-05,2899595.61,237.37
2018-05-24,XRPBTC,7.883e-05,8.4e-05,7.86e-05,8.298e-05,6043315.47,493.3
2018-05-23,XRPBTC,7.997e-05,8.06e-05,7.667e-05,7.883e-05,8924826.6,702.09
2018-05-22,XRPBTC,8.058e-05,8.143e-05,7.952e-05,7.997e-05,4334720.33,349.43
2018-05-21,XRPBTC,8.175e-05,8.248e-05,8.003e-05,8.058e-05,3713968.06,300.98
2018-05-20,XRPBTC,8.183e-05,8.303e-05,8.148e-05,8.175e-05,2630370.18,216.01
2018-05-19,XRPBTC,8.22e-05,8.27e-05,8.099e-05,8.183e-05,3203642.31,261.87
2018-05-18,XRPBTC,8.188e-05,8.29e-05,8.1e-05,8.22e-05,3860660.16,317.19
2018-05-17,XRPBTC,8.493e-05,8.509e-05,8.083e-05,8.188e-05,3417787.46,283.32
2018-05-16,XRPBTC,8.149e-05,8.501e-05,8.08e-05,8.493e-05,3688003.85,304.62
2018-05-15,XRPBTC,8.405e-05,8.533e-05,8.07e-05,8.149e-05,5108819.44,425.93
2018-05-14,XRPBTC,8.409e-05,8.553e-05,8.226e-05,8.405e-05,6786195.66,571.09
2018-05-13,XRPBTC,8.087e-05,8.592e-05,7.952e-05,8.409e-05,7405343.55,616.28
2018-05-12,XRPBTC,8.06e-05,8.199e-05,7.687e-05,8.087e-05,8003940.04,639.84
2018-05-11,XRPBTC,8.3e-05,8.38e-05,7.43e-05,8.06e-05,21747351.44,1721.23
2018-05-10,XRPBTC,8.54e-05,8.62e-05,8.28e-05,8.3e-05,5532833.03,469.61
2018-05-09,XRPBTC,8.784e-05,8.792e-05,8.339e-05,8.54e-05,13237658.75,1125.23
2018-05-08,XRPBTC,8.801e-05,8.956e-05,8.658e-05,8.784e-05,8675055.38,763.38
2018-05-07,XRPBTC,8.909e-05,8.961e-05,8.61e-05,8.801e-05,9008278.28,790.19
2018-05-06,XRPBTC,9.14e-05,9.249e-05,8.897e-05,8.909e-05,7659003.43,692.63
2018-05-05,XRPBTC,9.181e-05,9.365e-05,9.06e-05,9.14e-05,5363052.8,492.6
2018-05-04,XRPBTC,9.022e-05,9.491e-05,8.897e-05,9.181e-05,12276598.6,1135.8
2018-05-03,XRPBTC,9.323e-05,9.479e-05,8.948e-05,9.022e-05,7686948.61,709.36
2018-05-02,XRPBTC,9.206e-05,9.456e-05,9.161e-05,9.323e-05,8525790.43,795.11
2018-05-01,XRPBTC,8.996e-05,9.25e-05,8.751e-05,9.206e-05,8159484.5,739.17
2018-04-30,XRPBTC,9.231e-05,9.288e-05,8.905e-05,8.996e-05,5946962.34,539.74
