Created on 10-17-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XRP,Volume BTC
2019-09-21,XRPBTC,2.89e-05,2.928e-05,2.875e-05,2.901e-05,1989789.84,57.85
2019-09-20,XRPBTC,2.93e-05,2.935e-05,2.811e-05,2.89e-05,3908423.49,112.37
2019-09-19,XRPBTC,3.095e-05,3.095e-05,2.881e-05,2.93e-05,8650655.57,256.76
2019-09-18,XRPBTC,2.802e-05,3.205e-05,2.797e-05,3.095e-05,18031834.77,548.53
2019-09-17,XRPBTC,2.544e-05,2.914e-05,2.541e-05,2.802e-05,9804745.78,269.75
2019-09-16,XRPBTC,2.526e-05,2.578e-05,2.522e-05,2.544e-05,15923006.94,405.21
2019-09-15,XRPBTC,2.535e-05,2.562e-05,2.512e-05,2.526e-05,1881950.41,47.82
2019-09-14,XRPBTC,2.469e-05,2.585e-05,2.462e-05,2.535e-05,4107510.46,104.1
2019-09-13,XRPBTC,2.444e-05,2.501e-05,2.436e-05,2.469e-05,7565664.53,185.94
2019-09-12,XRPBTC,2.513e-05,2.518e-05,2.439e-05,2.444e-05,1198174.0,29.7
2019-09-11,XRPBTC,2.561e-05,2.576e-05,2.493e-05,2.513e-05,2356784.67,59.59
2019-09-10,XRPBTC,2.509e-05,2.567e-05,2.503e-05,2.561e-05,2027934.75,51.53
2019-09-09,XRPBTC,2.524e-05,2.559e-05,2.494e-05,2.509e-05,2880334.13,72.61
2019-09-08,XRPBTC,2.486e-05,2.548e-05,2.476e-05,2.524e-05,1864413.49,46.77
2019-09-07,XRPBTC,2.438e-05,2.5e-05,2.409e-05,2.486e-05,2497248.51,61.46
2019-09-06,XRPBTC,2.424e-05,2.488e-05,2.365e-05,2.438e-05,3179097.38,76.85
2019-09-05,XRPBTC,2.447e-05,2.457e-05,2.411e-05,2.424e-05,2212933.5,53.7
2019-09-04,XRPBTC,2.474e-05,2.497e-05,2.413e-05,2.447e-05,3521429.91,86.48
2019-09-03,XRPBTC,2.518e-05,2.524e-05,2.435e-05,2.474e-05,2376737.78,59.0
2019-09-02,XRPBTC,2.63e-05,2.631e-05,2.509e-05,2.518e-05,2330842.77,60.14
2019-09-01,XRPBTC,2.684e-05,2.693e-05,2.62e-05,2.63e-05,815770.54,21.69
2019-08-31,XRPBTC,2.666e-05,2.693e-05,2.651e-05,2.684e-05,630153.04,16.85
2019-08-30,XRPBTC,2.709e-05,2.709e-05,2.64e-05,2.666e-05,3601414.95,96.82
2019-08-29,XRPBTC,2.638e-05,2.755e-05,2.612e-05,2.709e-05,3446304.52,91.93
2019-08-28,XRPBTC,2.648e-05,2.655e-05,2.5e-05,2.638e-05,3326738.3,86.25
2019-08-27,XRPBTC,2.608e-05,2.655e-05,2.601e-05,2.648e-05,1406413.35,37.12
2019-08-26,XRPBTC,2.658e-05,2.667e-05,2.587e-05,2.608e-05,2311248.11,60.41
2019-08-25,XRPBTC,2.678e-05,2.74e-05,2.658e-05,2.658e-05,1852700.85,49.84
2019-08-24,XRPBTC,2.662e-05,2.707e-05,2.637e-05,2.678e-05,1346697.78,36.05
2019-08-23,XRPBTC,2.68e-05,2.69e-05,2.638e-05,2.662e-05,1699346.0,45.29
2019-08-22,XRPBTC,2.622e-05,2.729e-05,2.622e-05,2.68e-05,2489335.63,66.67
2019-08-21,XRPBTC,2.55e-05,2.644e-05,2.535e-05,2.622e-05,2544553.59,66.32
2019-08-20,XRPBTC,2.584e-05,2.591e-05,2.527e-05,2.55e-05,2458995.9,63.0
2019-08-19,XRPBTC,2.744e-05,2.777e-05,2.584e-05,2.584e-05,4953625.91,131.45
2019-08-18,XRPBTC,2.598e-05,2.799e-05,2.592e-05,2.744e-05,5569127.9,151.14
2019-08-17,XRPBTC,2.52e-05,2.623e-05,2.502e-05,2.598e-05,3653415.55,93.23
2019-08-16,XRPBTC,2.562e-05,2.633e-05,2.491e-05,2.52e-05,4611497.93,118.0
2019-08-15,XRPBTC,2.617e-05,2.663e-05,2.471e-05,2.562e-05,9641453.36,249.22
2019-08-14,XRPBTC,2.731e-05,2.827e-05,2.365e-05,2.617e-05,8668942.67,222.48
2019-08-13,XRPBTC,2.637e-05,2.736e-05,2.618e-05,2.731e-05,1838586.04,49.29
2019-08-12,XRPBTC,2.621e-05,2.663e-05,2.616e-05,2.637e-05,985142.48,25.98
2019-08-11,XRPBTC,2.641e-05,2.692e-05,2.605e-05,2.621e-05,2422451.89,63.98
2019-08-10,XRPBTC,2.494e-05,2.66e-05,2.49e-05,2.641e-05,3401712.33,87.69
2019-08-09,XRPBTC,2.562e-05,2.6e-05,2.455e-05,2.494e-05,8984114.7,227.89
2019-08-08,XRPBTC,2.594e-05,2.65e-05,2.56e-05,2.562e-05,2929994.6,76.14
2019-08-07,XRPBTC,2.713e-05,2.736e-05,2.546e-05,2.594e-05,7936358.31,207.51
2019-08-06,XRPBTC,2.719e-05,2.749e-05,2.616e-05,2.713e-05,4932770.72,132.3
2019-08-05,XRPBTC,2.906e-05,2.909e-05,2.711e-05,2.719e-05,6814413.96,188.74
2019-08-04,XRPBTC,2.921e-05,3.022e-05,2.895e-05,2.906e-05,6950933.7,206.32
2019-08-03,XRPBTC,2.96e-05,2.981e-05,2.9e-05,2.921e-05,2443319.36,71.57
2019-08-02,XRPBTC,3.039e-05,3.043e-05,2.939e-05,2.96e-05,2577927.6,77.17
2019-08-01,XRPBTC,3.17e-05,3.178e-05,3.004e-05,3.039e-05,5054571.62,156.45
2019-07-31,XRPBTC,3.321e-05,3.327e-05,3.142e-05,3.17e-05,4462626.8,143.98
2019-07-30,XRPBTC,3.258e-05,3.36e-05,3.252e-05,3.321e-05,2873260.83,95.27
2019-07-29,XRPBTC,3.265e-05,3.276e-05,3.215e-05,3.258e-05,2095881.95,67.9
2019-07-28,XRPBTC,3.265e-05,3.31e-05,3.221e-05,3.265e-05,2135415.36,69.63
2019-07-27,XRPBTC,3.288e-05,3.302e-05,3.13e-05,3.265e-05,7931262.53,254.44
2019-07-26,XRPBTC,3.172e-05,3.32e-05,3.172e-05,3.288e-05,3124686.73,100.99
2019-07-25,XRPBTC,3.227e-05,3.252e-05,3.141e-05,3.172e-05,2084232.49,66.06
2019-07-24,XRPBTC,3.131e-05,3.275e-05,3.128e-05,3.227e-05,3987469.44,127.81
2019-07-23,XRPBTC,3.106e-05,3.132e-05,3.085e-05,3.131e-05,1541299.8,47.93
2019-07-22,XRPBTC,3.123e-05,3.142e-05,3.066e-05,3.106e-05,2762676.29,85.75
2019-07-21,XRPBTC,3.097e-05,3.146e-05,3.077e-05,3.123e-05,3018204.7,93.85
