Created on 10-17-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XMR,Volume USD
2019-06-13,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-12,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-11,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-10,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-09,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-08,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-07,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-06,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-05,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-04,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-03,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-02,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-01,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-31,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-30,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-29,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-28,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-27,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-26,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-25,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-24,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-23,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-22,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-21,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-20,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-19,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-18,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-17,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-16,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-15,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-14,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-13,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-12,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-11,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-10,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-09,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-08,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-07,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-06,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-05,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-04,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-03,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-02,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-05-01,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-30,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-29,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-28,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-27,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-26,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-25,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-24,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-23,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-22,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-21,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-20,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-19,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-18,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-17,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-16,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-15,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-14,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-13,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-12,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-11,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-10,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-09,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-08,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-07,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-06,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-05,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-04,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-03,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-02,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-04-01,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-03-19,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-03-18,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-03-17,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-03-16,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-03-15,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-03-14,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-03-13,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-03-12,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-03-11,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-03-10,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-03-09,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-03-08,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-03-07,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-03-06,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-03-05,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-03-04,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-03-03,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-03-02,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-03-01,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-28,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-27,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-26,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-25,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-24,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-23,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-22,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-21,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-20,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-19,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-18,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-17,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-16,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-15,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-14,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-13,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-12,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-11,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-10,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-09,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-08,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-07,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-06,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-05,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-04,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-03,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-02,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-02-01,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-01-31,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-01-30,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-01-29,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
