Created on 10-17-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XMR,Volume USD
2019-08-13,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-08-12,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-08-11,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-08-10,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-08-09,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-08-08,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-08-07,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-08-06,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-08-05,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-08-04,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-08-03,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-08-02,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-08-01,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-31,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-30,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-29,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-28,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-27,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-26,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-25,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-24,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-23,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-22,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-21,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-20,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-19,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-18,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-17,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-16,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-15,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-14,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-13,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-12,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-11,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-10,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-09,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-08,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-07,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-06,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-05,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-04,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-03,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-02,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-07-01,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-30,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-29,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-28,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-27,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-26,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-25,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-24,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-23,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-22,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-21,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-20,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-19,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-18,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-17,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-16,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-15,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
2019-06-14,XMRUSD,102.71,102.71,102.71,102.71,0.0,0.0
