Created on 10-17-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XMR,Volume BTC
2019-08-10,XMRBTC,0.00788,0.00805,0.007872,0.008025,2665.66,21.28
2019-08-09,XMRBTC,0.00796,0.008,0.007747,0.00788,4710.07,37.08
2019-08-08,XMRBTC,0.00813,0.008146,0.007866,0.00796,5908.04,47.2
2019-08-07,XMRBTC,0.007816,0.008145,0.007794,0.00813,4143.25,33.0
2019-08-06,XMRBTC,0.007912,0.00808,0.007785,0.007816,5185.37,40.85
2019-08-05,XMRBTC,0.008012,0.008142,0.007779,0.007912,5331.4,42.11
2019-08-04,XMRBTC,0.008125,0.008161,0.00801,0.008012,2607.14,21.16
2019-08-03,XMRBTC,0.00797,0.008135,0.007906,0.008125,7395.47,59.2
2019-08-02,XMRBTC,0.007893,0.00806,0.007877,0.00797,3229.08,25.77
2019-08-01,XMRBTC,0.007997,0.008166,0.007875,0.007893,1856.24,14.94
2019-07-31,XMRBTC,0.008172,0.008279,0.007969,0.007997,3866.77,31.51
2019-07-30,XMRBTC,0.00824,0.0084,0.008172,0.008172,2058.78,17.0
2019-07-29,XMRBTC,0.00843,0.008435,0.0082,0.00824,2664.58,22.11
2019-07-28,XMRBTC,0.00832,0.008773,0.00832,0.00843,4949.65,42.0
2019-07-27,XMRBTC,0.00817,0.008369,0.008125,0.00832,1761.87,14.56
2019-07-26,XMRBTC,0.008185,0.008313,0.008113,0.00817,2471.67,20.23
2019-07-25,XMRBTC,0.008217,0.008261,0.00808,0.008185,2003.02,16.36
2019-07-24,XMRBTC,0.008236,0.0084,0.008126,0.008217,7080.18,58.37
2019-07-23,XMRBTC,0.008087,0.008375,0.008056,0.008236,4666.72,38.2
2019-07-22,XMRBTC,0.007946,0.008195,0.00791,0.008087,4401.77,35.54
2019-07-21,XMRBTC,0.00793,0.0083,0.007875,0.007946,4991.38,40.35
2019-07-20,XMRBTC,0.007827,0.00816,0.007825,0.00793,4422.49,35.38
2019-07-19,XMRBTC,0.007895,0.008146,0.0078,0.007827,6234.46,49.16
2019-07-18,XMRBTC,0.00793,0.008266,0.0078,0.007895,7219.95,57.82
2019-07-17,XMRBTC,0.00788,0.008226,0.007708,0.00793,6848.31,54.8
2019-07-16,XMRBTC,0.0082,0.0082,0.007745,0.00788,13740.14,108.55
2019-07-15,XMRBTC,0.00846,0.00846,0.0075,0.0082,23904.93,191.15
2019-07-14,XMRBTC,0.00822,0.008493,0.008125,0.00846,7897.33,65.42
2019-07-13,XMRBTC,0.008331,0.008331,0.008035,0.00822,3522.87,28.83
2019-07-12,XMRBTC,0.007909,0.008331,0.007704,0.008331,9856.38,78.38
2019-07-11,XMRBTC,0.007845,0.008125,0.0077,0.007909,14684.38,116.49
2019-07-10,XMRBTC,0.007922,0.007999,0.007538,0.007845,22732.91,175.85
2019-07-09,XMRBTC,0.008267,0.008401,0.007855,0.007922,12338.29,100.11
2019-07-08,XMRBTC,0.009358,0.009399,0.008201,0.008267,25787.64,225.69
2019-07-07,XMRBTC,0.0084,0.00937,0.008354,0.009358,16521.53,148.77
2019-07-06,XMRBTC,0.00814,0.008677,0.008033,0.0084,18395.92,155.66
2019-07-05,XMRBTC,0.00787,0.008266,0.0077,0.00814,12344.4,98.19
2019-07-04,XMRBTC,0.00752,0.007916,0.007405,0.00787,41286.09,312.11
2019-07-03,XMRBTC,0.007985,0.008152,0.0075,0.00752,20680.77,159.74
2019-07-02,XMRBTC,0.00838,0.008689,0.007845,0.007985,10876.59,89.38
2019-07-01,XMRBTC,0.008191,0.008527,0.008055,0.00838,11518.88,96.26
2019-06-30,XMRBTC,0.008389,0.008449,0.008078,0.008191,5898.94,48.67
2019-06-29,XMRBTC,0.008211,0.0084,0.007892,0.008389,14954.45,121.39
2019-06-28,XMRBTC,0.008498,0.00872,0.008075,0.008211,14382.43,119.33
2019-06-27,XMRBTC,0.008,0.0089,0.0075,0.008498,40768.84,327.42
2019-06-26,XMRBTC,0.009515,0.00953,0.007804,0.008,197009.45,1665.57
2019-06-25,XMRBTC,0.01066,0.01066,0.009515,0.009515,37416.66,373.98
2019-06-24,XMRBTC,0.01062,0.01087,0.01055,0.01066,9785.89,104.67
2019-06-23,XMRBTC,0.01071,0.01091,0.0106,0.01062,4183.27,45.14
2019-06-22,XMRBTC,0.01077,0.01084,0.0104,0.01071,8300.11,88.35
2019-06-21,XMRBTC,0.01104,0.01137,0.01077,0.01077,6450.75,71.38
2019-06-20,XMRBTC,0.01084,0.01149,0.01079,0.01104,10017.42,111.28
2019-06-19,XMRBTC,0.0106,0.01116,0.01058,0.01084,11017.99,119.91
2019-06-18,XMRBTC,0.01053,0.01071,0.01051,0.0106,6797.29,72.12
2019-06-17,XMRBTC,0.01068,0.01072,0.0105,0.01053,4154.27,44.06
2019-06-16,XMRBTC,0.01074,0.01079,0.01035,0.01068,8384.59,88.5
2019-06-15,XMRBTC,0.01044,0.0109,0.01043,0.01074,6250.19,66.92
2019-06-14,XMRBTC,0.01089,0.01096,0.01034,0.01044,17499.24,183.45
2019-06-13,XMRBTC,0.01106,0.0113,0.01088,0.01089,5082.52,56.57
2019-06-12,XMRBTC,0.01095,0.0111,0.01088,0.01106,2889.95,31.75
2019-06-11,XMRBTC,0.01084,0.0111,0.01084,0.01095,3480.96,38.22
2019-06-10,XMRBTC,0.01092,0.01101,0.01079,0.01084,2561.74,27.85
2019-06-09,XMRBTC,0.01104,0.0111,0.01086,0.01092,1063.49,11.64
2019-06-08,XMRBTC,0.01099,0.0112,0.01096,0.01104,1096.4,12.12
2019-06-07,XMRBTC,0.01112,0.01115,0.0109,0.01099,2940.88,32.43
2019-06-06,XMRBTC,0.01088,0.0112,0.01087,0.01112,3004.65,33.12
2019-06-05,XMRBTC,0.01086,0.01105,0.01083,0.01088,2420.04,26.49
2019-06-04,XMRBTC,0.01096,0.011,0.01079,0.01086,4647.09,50.76
2019-06-03,XMRBTC,0.0109,0.01111,0.01086,0.01096,8318.7,91.2
2019-06-02,XMRBTC,0.01088,0.01105,0.01083,0.0109,1722.74,18.83
2019-06-01,XMRBTC,0.01088,0.01096,0.01078,0.01088,2086.79,22.67
2019-05-31,XMRBTC,0.01109,0.0112,0.01088,0.01088,2227.84,24.55
2019-05-30,XMRBTC,0.01081,0.01119,0.01081,0.01109,7043.99,77.5
2019-05-29,XMRBTC,0.01098,0.01108,0.01067,0.01081,4807.86,52.28
2019-05-28,XMRBTC,0.01111,0.01124,0.01096,0.01098,5162.83,57.38
2019-05-27,XMRBTC,0.01058,0.01115,0.01058,0.01111,5361.12,58.58
2019-05-26,XMRBTC,0.0108,0.01096,0.0104,0.01058,4449.75,47.73
2019-05-25,XMRBTC,0.01071,0.01082,0.0107,0.0108,947.99,10.21
2019-05-24,XMRBTC,0.01074,0.01089,0.0107,0.01071,2184.79,23.52
2019-05-23,XMRBTC,0.01092,0.01097,0.01073,0.01074,4797.09,52.11
2019-05-22,XMRBTC,0.01117,0.01159,0.0109,0.01092,7233.81,81.22
2019-05-21,XMRBTC,0.01098,0.01164,0.01098,0.01117,10273.0,115.83
2019-05-20,XMRBTC,0.01107,0.01122,0.01085,0.01098,10963.95,120.98
2019-05-19,XMRBTC,0.01096,0.01107,0.01081,0.01107,3206.91,35.0
2019-05-18,XMRBTC,0.0112,0.01129,0.01091,0.01096,2669.17,29.53
2019-05-17,XMRBTC,0.01105,0.0114,0.01069,0.0112,8951.29,99.18
2019-05-16,XMRBTC,0.01151,0.01172,0.0109,0.01105,15126.36,171.0
2019-05-15,XMRBTC,0.01045,0.01168,0.01034,0.01151,15465.32,173.25
2019-05-14,XMRBTC,0.01017,0.01055,0.0101,0.01045,8571.44,88.76
2019-05-13,XMRBTC,0.01084,0.011,0.0101,0.01017,9694.24,100.94
2019-05-12,XMRBTC,0.01096,0.01119,0.0105,0.01084,4747.16,51.18
2019-05-11,XMRBTC,0.01081,0.01119,0.0103,0.01096,9321.64,101.09
2019-05-10,XMRBTC,0.01061,0.01083,0.01037,0.01081,7861.76,83.56
2019-05-09,XMRBTC,0.01136,0.01137,0.0105,0.01061,16713.45,179.43
2019-05-08,XMRBTC,0.0113,0.01144,0.01122,0.01136,1903.57,21.62
2019-05-07,XMRBTC,0.01173,0.01189,0.01165,0.01165,2887.87,34.1
2019-05-06,XMRBTC,0.01152,0.01183,0.01146,0.01173,3022.15,35.3
2019-05-05,XMRBTC,0.01171,0.01188,0.01152,0.01152,2573.43,30.09
2019-05-04,XMRBTC,0.01166,0.01185,0.0114,0.01171,5365.67,62.63
2019-05-03,XMRBTC,0.01182,0.01187,0.0113,0.01166,9135.26,106.44
2019-05-02,XMRBTC,0.01216,0.0122,0.01166,0.01182,2676.5,31.91
2019-05-01,XMRBTC,0.01176,0.01218,0.01175,0.01216,1755.45,20.92
2019-04-30,XMRBTC,0.01167,0.01193,0.01163,0.01176,10535.13,124.12
2019-04-29,XMRBTC,0.01165,0.0119,0.01157,0.01167,2426.95,28.38
2019-04-28,XMRBTC,0.01193,0.01197,0.01165,0.01165,2980.94,35.24
2019-04-27,XMRBTC,0.01175,0.01216,0.01174,0.01193,4960.0,58.91
2019-04-26,XMRBTC,0.01174,0.01209,0.01161,0.01175,9819.32,116.31
2019-04-25,XMRBTC,0.01245,0.01245,0.01174,0.01174,16642.77,198.8
2019-04-24,XMRBTC,0.01246,0.01267,0.01205,0.01245,9746.05,119.89
2019-04-23,XMRBTC,0.01275,0.01275,0.01241,0.01246,12775.81,161.09
2019-04-22,XMRBTC,0.01298,0.01308,0.01268,0.01275,4638.39,59.7
2019-04-21,XMRBTC,0.0131,0.01317,0.01285,0.01298,4313.19,56.0
2019-04-20,XMRBTC,0.01296,0.01322,0.01282,0.0131,2769.01,36.13
2019-04-19,XMRBTC,0.01306,0.01325,0.0129,0.01296,2646.34,34.55
2019-04-18,XMRBTC,0.01288,0.01323,0.01288,0.01306,4097.29,53.45
2019-04-17,XMRBTC,0.01317,0.01329,0.0128,0.01288,7766.59,100.87
2019-04-16,XMRBTC,0.01272,0.0134,0.01261,0.01317,13456.84,174.31
2019-04-15,XMRBTC,0.01292,0.013,0.01262,0.01272,7859.62,101.19
2019-04-14,XMRBTC,0.01283,0.01306,0.01271,0.01292,4304.13,55.57
2019-04-13,XMRBTC,0.013,0.01309,0.01267,0.01283,5768.23,73.9
2019-04-12,XMRBTC,0.01311,0.0136,0.013,0.013,8806.08,117.25
2019-04-11,XMRBTC,0.01332,0.01334,0.01252,0.01311,9977.69,128.95
2019-04-10,XMRBTC,0.01315,0.01353,0.0131,0.01332,4210.61,56.02
2019-04-09,XMRBTC,0.01346,0.01354,0.01306,0.01315,6633.66,87.7
2019-04-08,XMRBTC,0.01344,0.01375,0.01332,0.01346,7189.37,97.08
2019-04-07,XMRBTC,0.0135,0.01353,0.01331,0.01344,2436.6,32.73
2019-04-06,XMRBTC,0.01379,0.01394,0.01325,0.0135,9654.66,131.14
2019-04-05,XMRBTC,0.01298,0.01379,0.01296,0.01379,11146.04,149.59
2019-04-04,XMRBTC,0.0133,0.01332,0.01284,0.01298,9122.55,119.41
2019-04-03,XMRBTC,0.01416,0.01424,0.01293,0.0133,17462.48,239.16
2019-04-02,XMRBTC,0.01447,0.01476,0.0131,0.01416,28103.19,387.89
2019-04-01,XMRBTC,0.01369,0.01449,0.01359,0.01447,27051.84,378.91
2019-03-19,XMRBTC,0.01297,0.01303,0.01297,0.01298,35.78,0.4656
2019-03-18,XMRBTC,0.01317,0.01319,0.01291,0.01297,4031.01,52.46
2019-03-17,XMRBTC,0.01332,0.01336,0.01304,0.01317,2408.64,31.64
2019-03-16,XMRBTC,0.01326,0.0135,0.01325,0.01332,3670.37,48.99
2019-03-15,XMRBTC,0.01312,0.0133,0.01304,0.01326,4375.34,57.59
2019-03-14,XMRBTC,0.01302,0.01345,0.01295,0.01312,6545.11,85.76
2019-03-13,XMRBTC,0.01289,0.0131,0.01289,0.01302,3492.48,45.39
2019-03-12,XMRBTC,0.01271,0.0129,0.01258,0.01289,8812.83,112.8
2019-03-11,XMRBTC,0.01267,0.01275,0.01251,0.01271,3745.89,47.29
2019-03-10,XMRBTC,0.01263,0.01269,0.01257,0.01267,3475.02,43.92
2019-03-09,XMRBTC,0.01262,0.01282,0.01257,0.01263,4953.72,62.79
2019-03-08,XMRBTC,0.01287,0.01293,0.01255,0.01262,17563.94,223.84
2019-03-07,XMRBTC,0.01283,0.01304,0.01275,0.01287,8660.22,111.96
2019-03-06,XMRBTC,0.0127,0.01288,0.0126,0.01283,8292.62,105.62
2019-03-05,XMRBTC,0.01265,0.01279,0.01251,0.0127,10089.53,127.39
2019-03-04,XMRBTC,0.01282,0.01284,0.01244,0.01265,7267.77,91.53
2019-03-03,XMRBTC,0.01267,0.01282,0.01261,0.01282,6725.72,85.68
2019-03-02,XMRBTC,0.01261,0.0127,0.01251,0.01267,3647.04,45.84
2019-03-01,XMRBTC,0.01249,0.01264,0.01244,0.01261,5553.04,69.63
2019-02-28,XMRBTC,0.01274,0.01276,0.01249,0.01249,9274.98,116.84
2019-02-27,XMRBTC,0.01258,0.01279,0.01246,0.01274,10161.48,128.16
2019-02-26,XMRBTC,0.01265,0.01274,0.01249,0.01258,9506.97,119.52
2019-02-25,XMRBTC,0.01264,0.01275,0.0125,0.01265,14755.28,186.26
2019-02-24,XMRBTC,0.01302,0.01332,0.0126,0.01264,15956.26,205.79
2019-02-23,XMRBTC,0.01282,0.0131,0.01281,0.01302,8545.99,110.59
2019-02-22,XMRBTC,0.01255,0.01299,0.01255,0.01282,7432.68,95.22
2019-02-21,XMRBTC,0.01293,0.01299,0.01251,0.01255,15292.92,194.94
2019-02-20,XMRBTC,0.01315,0.01319,0.01275,0.01293,9236.72,119.33
2019-02-19,XMRBTC,0.01308,0.0134,0.01304,0.01315,9765.34,129.06
2019-02-18,XMRBTC,0.01295,0.01326,0.01289,0.01308,11960.86,155.84
2019-02-17,XMRBTC,0.01279,0.01304,0.0127,0.01295,17863.29,229.68
2019-02-16,XMRBTC,0.01297,0.01327,0.01273,0.01279,22364.99,289.85
2019-02-15,XMRBTC,0.01285,0.01333,0.01274,0.01297,22690.18,296.35
2019-02-14,XMRBTC,0.0135,0.01362,0.0125,0.01285,50989.53,658.55
2019-02-13,XMRBTC,0.0134,0.01393,0.01331,0.0135,20934.96,285.17
2019-02-12,XMRBTC,0.01317,0.01349,0.01305,0.0134,8698.78,115.73
2019-02-11,XMRBTC,0.01349,0.01352,0.0129,0.01317,9718.45,127.83
2019-02-10,XMRBTC,0.01318,0.01354,0.01288,0.01349,10796.56,142.46
2019-02-09,XMRBTC,0.01312,0.01328,0.01301,0.01318,7265.61,95.43
2019-02-08,XMRBTC,0.01267,0.01342,0.01267,0.01312,18097.08,236.68
2019-02-07,XMRBTC,0.01265,0.01284,0.01262,0.01267,9790.75,124.65
2019-02-06,XMRBTC,0.01245,0.01265,0.01239,0.01265,10313.79,129.09
2019-02-05,XMRBTC,0.01232,0.01253,0.01231,0.01245,8220.13,102.0
2019-02-04,XMRBTC,0.01235,0.01241,0.01216,0.01232,11593.81,142.66
2019-02-03,XMRBTC,0.01229,0.01261,0.01222,0.01235,28870.25,357.69
2019-02-02,XMRBTC,0.01249,0.01255,0.01196,0.01229,17491.11,214.72
2019-02-01,XMRBTC,0.0126,0.01276,0.01243,0.01249,7989.01,100.5
2019-01-31,XMRBTC,0.01263,0.01278,0.01254,0.0126,7278.84,91.87
2019-01-30,XMRBTC,0.01257,0.01285,0.01246,0.01263,9581.64,121.28
2019-01-29,XMRBTC,0.01252,0.0128,0.01248,0.01257,15455.68,194.56
2019-01-28,XMRBTC,0.01302,0.01315,0.01245,0.01252,10074.86,128.16
2019-01-27,XMRBTC,0.01269,0.01305,0.01265,0.01302,8462.42,108.41
2019-01-26,XMRBTC,0.01305,0.01305,0.01265,0.01269,5887.16,75.07
2019-01-25,XMRBTC,0.01272,0.01314,0.01256,0.01305,9598.45,123.41
2019-01-24,XMRBTC,0.0125,0.01295,0.01248,0.01272,14944.04,190.4
2019-01-23,XMRBTC,0.01275,0.0128,0.01249,0.0125,11755.83,148.2
2019-01-22,XMRBTC,0.01248,0.01282,0.01244,0.01275,10146.44,128.75
2019-01-21,XMRBTC,0.01224,0.01251,0.01223,0.01248,6302.44,77.94
2019-01-20,XMRBTC,0.01236,0.01245,0.01224,0.01224,6528.47,80.37
2019-01-19,XMRBTC,0.01231,0.01245,0.01229,0.01236,6599.46,81.69
2019-01-18,XMRBTC,0.01239,0.01248,0.01229,0.01231,6184.59,76.46
2019-01-17,XMRBTC,0.01268,0.01277,0.01228,0.01239,12669.26,158.19
2019-01-16,XMRBTC,0.01235,0.0127,0.01227,0.01268,11958.99,148.78
2019-01-15,XMRBTC,0.01239,0.01254,0.01227,0.01235,9571.82,118.79
2019-01-14,XMRBTC,0.0121,0.0125,0.0121,0.01239,11114.14,136.72
2019-01-13,XMRBTC,0.01228,0.01247,0.01203,0.0121,18354.58,224.37
2019-01-12,XMRBTC,0.01241,0.01248,0.0122,0.01228,8247.83,101.56
2019-01-11,XMRBTC,0.01232,0.01268,0.01225,0.01241,12576.73,156.38
2019-01-10,XMRBTC,0.01304,0.01315,0.01205,0.01232,29483.45,364.6
2019-01-09,XMRBTC,0.01315,0.01345,0.0129,0.01304,9090.77,119.65
2019-01-08,XMRBTC,0.01316,0.01339,0.01305,0.01315,10654.36,140.74
2019-01-07,XMRBTC,0.0135,0.01365,0.0129,0.01316,12937.9,171.43
2019-01-06,XMRBTC,0.01301,0.01359,0.01289,0.0135,20098.03,266.92
2019-01-05,XMRBTC,0.01305,0.01328,0.0128,0.01301,9385.55,122.22
2019-01-04,XMRBTC,0.01294,0.0133,0.01292,0.01305,9535.63,124.68
2019-01-03,XMRBTC,0.01329,0.01337,0.0129,0.01294,12750.04,166.24
2019-01-02,XMRBTC,0.0125,0.01392,0.01243,0.01329,31121.49,411.04
2019-01-01,XMRBTC,0.01227,0.01265,0.0121,0.0125,6835.8,84.67
2018-12-31,XMRBTC,0.01246,0.01271,0.0121,0.01227,15969.23,198.32
2018-12-30,XMRBTC,0.01258,0.01271,0.01237,0.01246,9796.58,122.4
2018-12-29,XMRBTC,0.0127,0.01277,0.01224,0.01258,17488.63,218.39
2018-12-28,XMRBTC,0.01212,0.0131,0.01202,0.0127,25278.8,318.8
2018-12-27,XMRBTC,0.0128,0.01283,0.012,0.01212,18832.06,233.14
2018-12-26,XMRBTC,0.01327,0.01344,0.01257,0.0128,20816.6,267.78
2018-12-25,XMRBTC,0.01375,0.0138,0.01277,0.01327,16673.31,218.53
2018-12-24,XMRBTC,0.01327,0.01416,0.01324,0.01375,23196.18,319.65
2018-12-23,XMRBTC,0.01289,0.0135,0.01284,0.01327,12236.78,162.27
2018-12-22,XMRBTC,0.0133,0.01335,0.0128,0.01289,11970.94,156.18
2018-12-21,XMRBTC,0.01336,0.01362,0.01276,0.0133,17094.42,225.81
2018-12-20,XMRBTC,0.01234,0.01347,0.01229,0.01336,25191.51,320.5
2018-12-19,XMRBTC,0.0126,0.01295,0.01225,0.01234,26823.95,339.83
2018-12-18,XMRBTC,0.01229,0.01291,0.01225,0.0126,18996.5,236.23
2018-12-17,XMRBTC,0.01205,0.01252,0.01197,0.01229,13394.34,164.52
2018-12-16,XMRBTC,0.01197,0.01236,0.01197,0.01205,12045.08,146.23
2018-12-15,XMRBTC,0.012,0.0122,0.01163,0.01197,19177.54,228.38
2018-12-14,XMRBTC,0.01234,0.01278,0.012,0.012,22415.29,280.4
2018-12-13,XMRBTC,0.0126,0.01265,0.01224,0.01234,18408.43,229.03
2018-12-12,XMRBTC,0.01243,0.01282,0.01242,0.0126,12472.47,157.37
2018-12-11,XMRBTC,0.01271,0.01289,0.01242,0.01242,19059.93,240.27
2018-12-10,XMRBTC,0.01321,0.01332,0.01267,0.01271,22820.23,294.39
2018-12-09,XMRBTC,0.01306,0.01357,0.013,0.01321,20402.66,270.7
2018-12-08,XMRBTC,0.01364,0.01412,0.01304,0.01306,21642.87,293.36
2018-12-07,XMRBTC,0.01324,0.01365,0.01296,0.01364,27350.37,360.86
2018-12-06,XMRBTC,0.01379,0.01391,0.0131,0.01324,32270.34,432.55
2018-12-05,XMRBTC,0.01441,0.01443,0.01374,0.01379,16029.55,224.35
2018-12-04,XMRBTC,0.01406,0.0145,0.01406,0.01441,14104.92,201.55
2018-12-03,XMRBTC,0.0143,0.01447,0.01369,0.01406,20479.31,288.68
2018-12-02,XMRBTC,0.01418,0.01468,0.01415,0.0143,13925.06,200.16
2018-12-01,XMRBTC,0.01445,0.0146,0.01414,0.01418,15133.63,217.48
2018-11-30,XMRBTC,0.0143,0.0145,0.01417,0.01432,15515.72,222.07
2018-11-29,XMRBTC,0.01493,0.01501,0.0141,0.0143,20680.65,299.39
2018-11-28,XMRBTC,0.01502,0.0153,0.01461,0.01493,17832.5,266.16
2018-11-27,XMRBTC,0.01408,0.01523,0.01406,0.01502,36176.33,524.27
2018-11-26,XMRBTC,0.0145,0.0148,0.01401,0.01408,37044.76,530.97
2018-11-25,XMRBTC,0.01507,0.01512,0.014,0.0145,30464.44,442.61
2018-11-24,XMRBTC,0.01531,0.01553,0.01489,0.01507,17056.15,259.32
2018-11-23,XMRBTC,0.0151,0.01537,0.01476,0.01531,25003.91,374.33
